subID,trial,targetIdx,imgPath,stair1,stair2
19,4,1,S1-15.jpg,0.658036635777462,0.685664376363148
19,5,1,S1-15.jpg,0.718052528945275,0.701890827161066
19,6,1,S1-15.jpg,0.758319580461916,0.711836909020897
19,7,1,S1-15.jpg,0.746605218648166,0.708637231811685
19,8,1,S1-15.jpg,0.733971416203852,0.705012338231199
19,9,1,S1-15.jpg,0.720766438113404,0.713833614652523
19,10,1,S1-15.jpg,0.751819870281537,0.71109868348037
19,11,1,S1-15.jpg,0.775334865534491,0.717710643194609
19,12,1,S1-15.jpg,0.793040128195317,0.722738116913847
19,13,1,S1-15.jpg,0.80477233959523,0.72638485990218
19,14,1,S1-15.jpg,0.800882199591888,0.7295586179253
19,15,1,S1-15.jpg,0.810299414727228,0.728411077147036
19,16,1,S1-15.jpg,0.8171015062135,0.727206324149107
19,17,1,S1-15.jpg,0.814721325237542,0.725935296322579
19,18,1,S1-15.jpg,0.81219163081684,0.729079359445363
19,19,1,S1-15.jpg,0.809408518690412,0.731391825092392
19,20,1,S1-15.jpg,0.816081741286374,0.73059544113031
19,21,1,S1-15.jpg,0.813727918549273,0.732479242083674
19,22,1,S1-15.jpg,0.811229839129512,0.731769024215787
19,23,1,S1-15.jpg,0.808450758883058,0.733438546762557
19,24,1,S1-15.jpg,0.805430693515938,0.732797546780597
19,25,1,S1-15.jpg,0.812747279609633,0.734295913000166
19,1,2,S2-19.jpg,0.634258305431455,0.534258305431454
19,2,2,S2-19.jpg,0.596357985683836,0.614759658408964
19,3,2,S2-19.jpg,0.559414585222726,0.659414494947073
19,4,2,S2-19.jpg,0.641775895355015,0.647122388406046
19,5,2,S2-19.jpg,0.612791635082614,0.676849124385137
19,6,2,S2-19.jpg,0.585364975362347,0.668283047644688
19,7,2,S2-19.jpg,0.650024243083793,0.658893475122416
19,8,2,S2-19.jpg,0.705455453840104,0.648795737236232
19,9,2,S2-19.jpg,0.686804121129311,0.672880126123437
19,10,2,S2-19.jpg,0.730958734904701,0.690081039743454
19,11,2,S2-19.jpg,0.763149251483662,0.684260204205764
19,12,2,S2-19.jpg,0.752903412952075,0.678006980846011
19,13,2,S2-19.jpg,0.741929149614683,0.671251231792723
19,14,2,S2-19.jpg,0.730431246063219,0.664145592853676
19,15,2,S2-19.jpg,0.718699387698387,0.68052479011945
19,16,2,S2-19.jpg,0.70698394808815,0.674469636869146
19,17,2,S2-19.jpg,0.695494291609579,0.668126788593942
19,18,2,S2-19.jpg,0.684407905231098,0.683376511186284
19,19,2,S2-19.jpg,0.673997863630585,0.67792114325651
19,20,2,S2-19.jpg,0.697565060244974,0.672172464595366
19,21,2,S2-19.jpg,0.687502061304601,0.685497099275804
19,22,2,S2-19.jpg,0.677935286183578,0.680433050862108
19,23,2,S2-19.jpg,0.668898809958616,0.67521216040401
19,24,2,S2-19.jpg,0.660418971684653,0.669726446202826
19,25,2,S2-19.jpg,0.679757629778813,0.682503852761463
20,1,1,S3-12.jpg,0.634258305431455,0.534258305431454
20,2,1,S3-12.jpg,0.596357985683836,0.496357985683836
20,3,1,S3-12.jpg,0.559414585222726,0.583533972123939
20,4,1,S3-12.jpg,0.526342701837916,0.63877946127019
20,5,1,S3-12.jpg,0.600913614369679,0.67288008528532
20,6,1,S3-12.jpg,0.672428130036706,0.663340983466485
20,7,1,S3-12.jpg,0.648214320142229,0.68573367408213
20,8,1,S3-12.jpg,0.70490380931932,0.701220930858186
20,9,1,S3-12.jpg,0.686233205491648,0.696544920678638
20,10,1,S3-12.jpg,0.667448621756676,0.707925069664874
20,11,1,S3-12.jpg,0.711579384466367,0.704305007208357
20,12,1,S3-12.jpg,0.747053268603931,0.7126487095365
20,13,1,S3-12.jpg,0.774179921367164,0.718873952790375
20,14,1,S3-12.jpg,0.765755285087996,0.716637141511597
20,15,1,S3-12.jpg,0.756591114513797,0.714244628225879
20,16,1,S3-12.jpg,0.778672758771274,0.711699743973994
20,17,1,S3-12.jpg,0.794601523935438,0.717800311283726
