subID,model,loss,condition,m_noise1_fitted,m_noise1_min,m_noise1_max,m50_noise1_fitted,m50_noise1_min,m50_noise1_max,m_signal1_fitted,m_signal1_min,m_signal1_max,m50_signal1_fitted,m50_signal1_min,m50_signal1_max,v_signal1_fitted,v_signal1_min,v_signal1_max,v50_signal1_fitted,v50_signal1_min,v50_signal1_max,m_noise2_fitted,m_noise2_min,m_noise2_max,m50_noise2_fitted,m50_noise2_min,m50_noise2_max,m_signal2_fitted,m_signal2_min,m_signal2_max,m50_signal2_fitted,m50_signal2_min,m50_signal2_max,v_signal2_fitted,v_signal2_min,v_signal2_max,v50_signal2_fitted,v50_signal2_min,v50_signal2_max,B_fitted,B_min,B_max,nondectime_fitted,nondectime_min,nondectime_max
58,12drift_contCue,808.6225346896467,condition_65cue,0.021769335021406433,0.0,10.0,0.21254235344665998,0.0,10.0,0.017094916839781368,0.0,10.0,0.8489912075089404,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.8938914260371357,0.0,10.0,0.0,0.0,10.0,0.01095148992449246,0.0,10.0,0.0,0.0,10.0,1.2454479634197995,0.5,25.0,0.6394524409205269,0.01,1.5
59,12drift_contCue,417.6309577768042,condition_65cue,1.3579789189030032,0.0,10.0,2.071144638532645,0.0,10.0,1.3843462340882782,0.0,10.0,0.9772739759954459,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,5.934654207607679,0.0,10.0,6.49411999439597,0.0,10.0,6.453158250159046,0.0,10.0,0.7802884644637462,0.5,25.0,0.9903968374573353,0.01,1.5
60,12drift_contCue,690.510072284311,condition_65cue,0.2117855083167151,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.31267354889155885,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.2569558782536409,0.0,10.0,1.9047857046947234,0.0,10.0,0.0,0.0,10.0,1.123949831297109,0.5,25.0,0.20369938081157868,0.01,1.5
61,12drift_contCue,667.7293226813147,condition_65cue,0.06149365971186686,0.0,10.0,0.0,0.0,10.0,0.8579156384464619,0.0,10.0,1.329585789204543,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.2810696941983437,0.0,10.0,0.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,10.0,6.914593335440117,0.0,10.0,0.0,0.0,10.0,1.0134114928976938,0.5,25.0,1.4286219835673677,0.01,1.5
62,12drift_contCue,566.3923512693129,condition_65cue,1.6763805089834072,0.0,10.0,0.6500964696375323,0.0,10.0,1.884319226747121,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,2.5396808850320327,0.0,10.0,0.0,0.0,10.0,1.0015387865005962,0.0,10.0,8.00432928151693,0.0,10.0,0.0,0.0,10.0,0.016541835741769526,0.0,10.0,7.7542489319690375,0.0,10.0,3.606398949105891,0.5,25.0,0.013153340188929441,0.01,1.5
63,12drift_contCue,643.9309349795861,condition_65cue,0.0,0.0,10.0,0.0,0.0,10.0,0.5554532531052224,0.0,10.0,0.0,0.0,10.0,0.873197614806162,0.0,10.0,0.9075901050906553,0.0,10.0,2.4579835531056546,0.0,10.0,2.572095720877044,0.0,10.0,10.0,0.0,10.0,10.0,0.0,10.0,9.607090799138405,0.0,10.0,10.0,0.0,10.0,1.5594598011871348,0.5,25.0,1.4840356584553343,0.01,1.5
64,12drift_contCue,428.4337086852374,condition_65cue,1.2404167609299956,0.0,10.0,1.6522460529141167,0.0,10.0,0.2614187111512692,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.9518583669694871,0.0,10.0,1.5712091849791314,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.820118616955325,0.5,25.0,1.055928762530201,0.01,1.5
65,12drift_contCue,87.0939396192073,condition_65cue,2.5870905468813516,0.0,10.0,3.2909645622082606,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,3.8482856130962926,0.0,10.0,0.0,0.0,10.0,10.0,0.0,10.0,4.166305174996702,0.0,10.0,3.674223531392927,0.0,10.0,4.10629825165134,0.0,10.0,4.596897564920949,0.0,10.0,0.7067088049522088,0.5,25.0,1.1692520378909443,0.01,1.5
66,12drift_contCue,664.1655688005588,condition_65cue,0.08486864841244457,0.0,10.0,0.10099662859158802,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.7835747746345287,0.0,10.0,0.40347918363784857,0.0,10.0,1.6511350144234915,0.0,10.0,2.6956364223946947,0.0,10.0,0.2697030889608142,0.0,10.0,5.551691744161824,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,1.041885758138422,0.5,25.0,0.6790972389703764,0.01,1.5
67,12drift_contCue,694.451267498277,condition_65cue,0.0,0.0,10.0,0.529253187923413,0.0,10.0,2.8532268732482695,0.0,10.0,4.4270321390122,0.0,10.0,0.0,0.0,10.0,0.04911787553176072,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,5.292463489623694,0.0,10.0,0.5783239544941143,0.0,10.0,1.2533156021213787,0.0,10.0,5.5787667503950695,0.0,10.0,5.161489048468003,0.5,25.0,0.014745072362077782,0.01,1.5
68,12drift_contCue,626.4220448574337,condition_65cue,0.8020877906896381,0.0,10.0,0.0,0.0,10.0,1.8394090323141712,0.0,10.0,1.572558927272086,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.05435679197128287,0.0,10.0,5.62618482426318,0.0,10.0,3.0124345393162923,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,1.1830049105443088,0.5,25.0,0.5213604092982828,0.01,1.5
69,12drift_contCue,433.51500282258024,condition_65cue,0.0,0.0,10.0,0.15014434000284782,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.20505455078480134,0.0,10.0,0.0,0.0,10.0,0.012018874709132571,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.8474449843465326,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.7497055322787158,0.5,25.0,0.28462659000821905,0.01,1.5
70,12drift_contCue,784.4678927061262,condition_65cue,0.0,0.0,10.0,0.1384855140890943,0.0,10.0,0.5213283806278053,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.08577073374790264,0.0,10.0,0.02822823984707518,0.0,10.0,0.40283835213164393,0.0,10.0,0.3159252332635036,0.0,10.0,0.003357355027584507,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,1.0380699201881622,0.5,25.0,0.013512617519785164,0.01,1.5
71,12drift_contCue,212.38861263411826,condition_65cue,0.0,0.0,10.0,0.5798781266452996,0.0,10.0,3.9667551342124265,0.0,10.0,3.1441692061358224,0.0,10.0,0.0,0.0,10.0,1.3439137047935283,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,10.0,0.0,10.0,2.057276539353459,0.0,10.0,0.09929285600873441,0.0,10.0,7.128838404239222,0.0,10.0,3.4136996513968345,0.5,25.0,0.010780096726810906,0.01,1.5
72,12drift_contCue,426.8662601244968,condition_65cue,0.5949663089318296,0.0,10.0,1.0397262261729274,0.0,10.0,0.0,0.0,10.0,0.8286511549338668,0.0,10.0,0.049816936063656475,0.0,10.0,0.07960237437225201,0.0,10.0,0.0,0.0,10.0,0.07003808269572363,0.0,10.0,9.429618979214156,0.0,10.0,0.0,0.0,10.0,7.115214496901484,0.0,10.0,0.0,0.0,10.0,0.8046619890751305,0.5,25.0,1.0089486816372855,0.01,1.5
