"subID","block","trial","targetName","targetIdx","response","accuracy","RT","respFrame","totalEv_signal1","targetEv_signal1","totalEv_signal2","targetEv_signal2","confidence","confRT","flickerDuration","coherence","noise1frames_design","signal1Onset_design","signal1frames_design","noise2Onset_design","noise2frames_design","signal2Onset_design","signal2frames_design","noise1frames_obs","signal1frames_obs","noise2frames_obs","signal2frames_obs","postFlickerResp","accuracyFactor","zlogRT"
"36",1,37,"S3-12.jpg","1",1,1,1.91039737499523,138,16,12,NA,NA,3,1.49461191699811,1.91274445799354,0.700951405885172,85,86,32,119,70,190,50,85,32,20,NA,0,"1",1.42381571111143
"36",1,38,"S4-20.jpg","2",1,0,1.52467525000247,110,10,8,NA,NA,3,1.68475595799828,1.52709408300143,0.670175219156544,90,91,60,152,54,207,33,90,20,NA,NA,0,"0",0.337801092355794
"36",1,39,"S3-12.jpg","1",2,0,2.1802597920032,158,20,14,NA,NA,3,1.67353949999961,2.18224975000339,0.700951405885172,47,48,40,89,71,161,79,47,40,70,NA,0,"0",2.0600868321322
"36",1,40,"S3-12.jpg","1",1,1,1.5327343750032,110,13,10,NA,NA,3,1.01882083400415,1.53515512499871,0.700951405885172,84,85,38,124,86,211,29,84,26,NA,NA,0,"1",0.363187247908038
"37",1,1,"S3-12.jpg","2",2,1,2.08562708299723,150,16,10,NA,NA,NA,NA,2.08866745799605,0.730458245277955,54,55,33,89,78,168,72,54,33,62,NA,0,"1",0.944817329292468
"37",1,2,"S4-20.jpg","1",1,1,1.52066466600081,110,21,11,NA,NA,NA,NA,1.52313700000377,0.489981285817979,50,51,43,95,52,148,92,50,43,16,NA,0,"1",-0.817069376350726
"37",1,3,"S4-20.jpg","1",1,1,1.73393604200101,122,17,10,NA,NA,NA,NA,1.7364652920005,0.489981285817979,56,57,35,93,49,143,97,56,35,30,NA,0,"1",-0.0851121831602427
"37",1,4,"S3-12.jpg","2",2,1,1.55049304100248,103,18,14,NA,NA,NA,NA,1.55296741600614,0.730458245277955,47,48,36,85,61,147,93,47,36,19,NA,0,"1",-0.708734281448976
"37",1,5,"S4-20.jpg","1",1,1,2.15102833299898,147,16,9,3,1,NA,NA,2.1541021249941,0.489981285817979,48,49,34,84,57,142,98,48,34,57,6,0,"1",1.11701427475807
"37",1,6,"S4-20.jpg","1",1,1,1.55454437500157,105,20,9,NA,NA,NA,NA,1.55730079200293,0.489981285817979,65,66,44,111,86,198,42,65,40,NA,NA,0,"1",-0.694181048096126
"37",1,7,"S4-20.jpg","1",2,0,1.16217549999419,76,15,7,NA,NA,NA,NA,1.16446887499478,0.489981285817979,47,48,31,80,65,146,94,47,29,NA,NA,0,"0",-2.31645824952184
"37",1,8,"S4-20.jpg","1",1,1,1.63784787500481,108,24,6,NA,NA,NA,NA,1.64031233300193,0.489981285817979,52,53,49,103,53,157,83,52,49,6,NA,0,"1",-0.403059978257283
"37",1,9,"S4-20.jpg","1",1,1,1.76720491599553,120,21,12,NA,NA,NA,NA,1.76952512499702,0.489981285817979,63,64,42,107,83,191,49,63,42,14,NA,0,"1",0.0208789691513258
"37",1,10,"S3-12.jpg","2",1,0,1.64081566700042,109,15,12,NA,NA,NA,NA,1.64293279200501,0.730458245277955,53,54,30,85,58,144,96,53,30,25,NA,0,"0",-0.392963619778548
"37",1,11,"S3-12.jpg","2",1,0,1.41034791600396,102,22,13,NA,NA,NA,NA,1.41262491600355,0.730458245277955,52,53,45,99,47,147,93,52,45,4,NA,0,"0",-1.23707684368194
"37",1,12,"S4-20.jpg","1",1,1,1.98911391699949,143,23,12,NA,NA,3,1.41779654200218,1.9914404999945,0.489981285817979,82,83,48,132,71,204,36,82,48,12,NA,0,"1",0.680578994562061
"37",1,13,"S4-20.jpg","1",2,0,2.15906570800144,156,15,7,NA,NA,2,0.399659499998961,2.1613497080034,0.489981285817979,57,58,30,89,87,177,63,57,30,68,NA,0,"0",1.1378139246585
"37",1,14,"S4-20.jpg","1",1,1,1.5025779580028,109,15,7,NA,NA,4,0.46660412500205,1.50484037500428,0.489981285817979,66,67,32,100,48,149,91,66,32,10,NA,0,"1",-0.883799163923234
"37",1,15,"S3-12.jpg","2",1,0,1.81230437499471,131,19,12,NA,NA,3,0.691279042002861,1.81475895899348,0.730458245277955,76,77,39,117,74,192,48,76,39,15,NA,0,"0",0.161418615404038
"37",1,16,"S3-12.jpg","2",2,1,2.22551929200563,161,15,12,NA,NA,3,0.642266208997171,2.22785241700331,0.730458245277955,89,90,31,122,64,187,53,89,31,40,NA,0,"1",1.30687795101339
"37",1,17,"S4-20.jpg","1",1,1,1.54815833299654,112,16,9,NA,NA,4,1.74802883300435,1.55049133300054,0.489981285817979,53,54,32,87,55,143,97,53,32,26,NA,0,"1",-0.717138318792907
"37",1,18,"S3-12.jpg","2",2,1,1.79082950000156,129,17,11,NA,NA,2,0.239582750000409,1.79308566700638,0.730458245277955,90,91,35,127,51,179,61,90,35,3,NA,0,"1",0.0949397767467893
"37",1,19,"S3-12.jpg","2",1,0,1.57295804200112,113,15,9,NA,NA,3,0.220535833999747,1.57523470799788,0.730458245277955,46,47,32,80,47,128,112,46,32,34,NA,0,"0",-0.628509737280435
"37",1,20,"S3-12.jpg","2",2,1,2.05553220800357,148,20,16,NA,NA,2,0.239890291995835,2.0578634170015,0.730458245277955,59,60,41,102,63,166,74,59,41,47,NA,0,"1",0.863757387217604
"37",1,21,"S3-12.jpg","2",1,0,1.60320274999685,116,19,14,NA,NA,2,0.590490875001706,1.60550595799577,0.730458245277955,69,70,38,109,56,166,74,69,38,8,NA,0,"0",-0.522294193072336
"37",1,22,"S3-12.jpg","2",1,0,1.6721217910017,121,18,15,NA,NA,2,0.362506124998617,1.67443016600009,0.730458245277955,61,62,37,100,54,155,85,61,37,22,NA,0,"0",-0.287559635624694
"37",1,23,"S4-20.jpg","1",1,1,1.49443299999984,108,14,8,NA,NA,4,0.490462583999033,1.49672416700196,0.489981285817979,54,55,30,86,70,157,83,54,30,23,NA,0,"1",-0.914112213059856
"37",1,24,"S3-12.jpg","2",2,1,1.33311979199789,96,16,11,NA,NA,2,1.61569649999728,1.33543070800079,0.730458245277955,55,56,32,89,47,137,103,55,32,8,NA,0,"1",-1.55114103426395
"37",1,25,"S4-20.jpg","1",1,1,2.20788162499957,159,15,7,NA,NA,2,0.235131290995923,2.21018912499858,0.489981285817979,74,75,31,107,60,168,72,74,31,53,NA,0,"1",1.26250335019627
"37",1,26,"S4-20.jpg","1",2,0,1.46596041700104,106,17,9,NA,NA,1,0.396478250004293,1.46825937499671,0.489981285817979,51,52,35,88,69,158,82,51,35,19,NA,0,"0",-1.02139223787316
"37",1,27,"S4-20.jpg","1",1,1,1.65717779099941,120,19,11,NA,NA,3,1.2786090419977,1.65948904099787,0.489981285817979,62,63,40,104,48,153,87,62,40,17,NA,0,"1",-0.337625870821035
"37",1,28,"S4-20.jpg","1",2,0,1.57804512500297,114,16,9,NA,NA,1,0.287750582996523,1.58033799999976,0.489981285817979,83,84,33,118,48,167,73,83,31,NA,NA,0,"0",-0.61050244568831
"37",1,29,"S4-20.jpg","1",1,1,1.93226941699686,140,18,9,NA,NA,4,0.46306412499689,1.93457354199927,0.489981285817979,80,81,38,120,54,175,65,80,38,21,NA,0,"1",0.518879891533649
"37",1,30,"S3-12.jpg","2",1,0,1.53450562500075,111,18,13,NA,NA,2,0.442988583003171,1.53679391600599,0.730458245277955,49,50,37,88,52,141,99,49,37,24,NA,0,"0",-0.766537925604775
"37",1,31,"S3-12.jpg","2",1,0,2.24532141700183,162,20,14,NA,NA,3,1.48425983400375,2.24764020900329,0.730458245277955,49,50,39,90,72,163,77,49,39,73,NA,0,"0",1.35628096856723
"37",1,32,"S3-12.jpg","2",2,1,2.00752225000178,144,30,21,NA,NA,2,0.1434451669993,2.00985758300521,0.730458245277955,51,52,60,113,58,172,68,51,60,32,NA,0,"1",0.731953890458662
"37",1,33,"S3-12.jpg","2",2,1,2.10474762499507,152,16,13,NA,NA,1,0.240847083005065,2.10704612499831,0.730458245277955,71,72,33,106,52,159,81,71,33,47,NA,0,"1",0.995712712529432
"37",1,34,"S4-20.jpg","1",1,1,1.83709720799379,133,20,11,NA,NA,3,0.209948292002082,1.83937966699887,0.489981285817979,79,80,40,121,68,190,50,79,40,13,NA,0,"1",0.237195930999797
"37",1,35,"S3-12.jpg","2",1,0,2.12725333400158,154,29,18,NA,NA,3,0.465649749996373,2.12954654200439,0.730458245277955,78,79,60,140,49,190,50,78,60,15,NA,0,"0",1.05502969799437
"37",1,36,"S4-20.jpg","1",1,1,1.71713454199926,123,18,9,NA,NA,3,0.249972166995576,1.71943874999852,0.489981285817979,57,58,36,95,73,169,71,57,36,29,NA,0,"1",-0.139415415529587
"37",1,37,"S4-20.jpg","1",1,1,2.01031616699765,145,16,10,NA,NA,2,0.0612089159985771,2.01262191699789,0.489981285817979,88,89,34,124,85,210,30,88,34,22,NA,0,"1",0.739710092944167
"37",1,38,"S3-12.jpg","2",2,1,1.54453220800497,111,16,15,NA,NA,4,0.191924457998539,1.54701479200594,0.730458245277955,46,47,34,82,46,129,111,46,34,30,NA,0,"1",-0.730216114198033
"37",1,39,"S3-12.jpg","2",1,0,1.63720708299661,118,22,13,NA,NA,4,0.22978762499406,1.63949770799809,0.730458245277955,52,53,46,100,66,167,73,52,46,19,NA,0,"0",-0.405242338975265
"37",1,40,"S3-12.jpg","2",1,0,2.98524104199896,216,23,17,33,23,3,0.509048083004018,2.98755995800457,0.730458245277955,49,50,47,98,53,152,88,49,47,53,65,0,"0",2.94477846697547
"38",1,1,"S2-19.jpg","2",2,1,2.69818545900489,194,15,9,33,26,NA,NA,2.70137112500379,0.708896649915125,49,50,31,82,47,130,110,49,31,47,65,0,"1",0.133825298149269
"38",1,2,"S2-19.jpg","2",2,1,2.98368229100015,218,17,9,16,13,NA,NA,2.98597324999719,0.708896649915125,85,86,34,121,65,187,53,85,34,65,32,0,"1",0.654411348914502
"38",1,3,"S1-15.jpg","1",1,1,1.79410837500473,123,16,8,NA,NA,NA,NA,1.79660262499965,0.608310587733649,90,91,44,136,58,195,45,90,33,NA,NA,0,"1",-1.97831390715175
"38",1,4,"S2-19.jpg","2",2,1,2.60128454200458,181,15,10,25,21,NA,NA,2.6037995000006,0.708896649915125,50,51,31,83,48,132,108,50,31,48,50,0,"1",-0.0554789299684904
"38",1,5,"S2-19.jpg","2",2,1,2.86189616699994,199,16,13,14,10,NA,NA,2.86525045800227,0.708896649915125,54,55,33,89,82,172,68,54,33,82,28,0,"1",0.438711610125353
"38",1,6,"S1-15.jpg","1",1,1,1.84656104200258,125,16,13,NA,NA,NA,NA,1.84913437500654,0.608310587733649,65,66,33,100,70,171,69,65,33,26,NA,0,"1",-1.8291606166374
"38",1,7,"S1-15.jpg","1",2,0,1.98012587500125,134,17,11,NA,NA,NA,NA,1.98251429200172,0.608310587733649,48,49,36,86,57,144,96,48,36,49,NA,0,"0",-1.46769906808544
"38",1,8,"S1-15.jpg","1",2,0,2.71973129199614,187,15,9,20,13,NA,NA,2.72204704199976,0.608310587733649,57,58,31,90,57,148,92,57,31,57,40,0,"0",0.174992344484353
"38",1,9,"S1-15.jpg","1",1,1,3.29260741700273,229,19,10,30,21,NA,NA,3.29490033400361,0.608310587733649,53,54,39,94,75,170,70,53,39,75,60,0,"1",1.16434984509278
"38",1,10,"S1-15.jpg","1",2,0,3.33543908299907,234,17,11,36,22,NA,NA,3.33766504200321,0.608310587733649,81,82,34,117,46,164,76,81,34,46,71,0,"0",1.23124611820758
"38",1,11,"S1-15.jpg","1",2,0,3.04098562499712,219,22,15,6,3,1,0.732237333999365,3.04355399999622,0.608310587733649,84,85,46,132,74,207,33,84,46,74,13,0,"0",0.75287508978614
"38",1,12,"S1-15.jpg","1",1,1,3.15286508400459,231,20,12,12,9,3,0.459708874994249,3.15451120900252,0.608310587733649,87,88,40,129,78,208,32,87,40,78,24,0,"1",0.939880133877899
"38",1,13,"S1-15.jpg","1",2,0,3.12757266699919,230,29,17,33,21,2,1.03582929099503,3.1295117089976,0.608310587733649,50,51,60,112,52,165,75,50,60,52,66,0,"0",0.898191350298189
"38",1,14,"S2-19.jpg","2",2,1,3.25393700000132,236,21,17,17,12,3,0.741804874996888,3.25554512500094,0.708896649915125,73,74,42,117,86,204,36,73,42,86,33,0,"1",1.10320100197165
"38",1,15,"S2-19.jpg","2",2,1,2.39087791600468,175,21,15,3,2,3,1.18831016699551,2.39272975000495,0.708896649915125,63,64,43,108,61,170,70,63,43,61,6,0,"1",-0.492039510484269
"38",1,16,"S2-19.jpg","2",2,1,3.2119701660049,238,19,12,51,38,3,0.335859165999864,3.21416000000318,0.708896649915125,51,52,38,91,46,138,102,51,38,46,101,0,"1",1.03601182863042
"38",1,17,"S1-15.jpg","1",1,1,2.34127466700011,167,16,13,12,6,2,0.560712750004313,2.34369408399652,0.608310587733649,59,60,33,94,48,143,97,59,33,48,25,0,"1",-0.600553004691107
"38",1,18,"S2-19.jpg","2",2,1,1.93972779199976,142,22,15,NA,NA,3,0.847871582998778,1.94113320900215,0.708896649915125,77,78,45,124,49,174,66,77,45,19,NA,0,"1",-1.57438882768986
"38",1,19,"S2-19.jpg","2",2,1,2.08749037500093,147,18,11,NA,NA,2,0.451782999996794,2.0900754999966,0.708896649915125,58,59,37,97,55,153,87,58,37,51,NA,0,"1",-1.19440004670013
"38",1,20,"S2-19.jpg","2",2,1,2.96079608400032,214,18,12,18,13,3,1.50892220799869,2.9639876250003,0.708896649915125,76,77,37,115,64,180,60,76,37,64,35,0,"1",0.614556728861717
"38",1,21,"S1-15.jpg","1",1,1,1.64895150000666,118,23,15,NA,NA,3,0.494112290994963,1.65101954100101,0.608310587733649,57,58,47,106,73,180,60,57,47,13,NA,0,"1",-2.41499762175172
"38",1,22,"S1-15.jpg","1",1,1,2.33419712500472,168,16,10,NA,NA,1,0.337476833003166,2.33724079200329,0.608310587733649,89,90,32,123,68,192,48,89,32,46,NA,0,"1",-0.616223178110803
"38",1,23,"S2-19.jpg","2",2,1,2.71000691699737,195,15,13,13,7,3,0.506275291001657,2.7127409579989,0.708896649915125,52,53,32,86,83,170,70,52,32,83,26,0,"1",0.156452771423416
"38",1,24,"S2-19.jpg","2",2,1,2.66581287499866,193,16,12,14,8,4,1.7712234579958,2.66798154100252,0.708896649915125,78,79,34,114,51,166,74,78,34,51,28,0,"1",0.0713496943133
"38",1,25,"S1-15.jpg","1",1,1,2.53914495900244,182,15,7,7,5,3,1.13740479199623,2.54127341700223,0.608310587733649,83,84,30,115,53,169,71,83,30,53,14,0,"1",-0.180621923696539
"38",1,26,"S1-15.jpg","1",2,0,2.81698570900335,203,17,9,16,13,2,0.238111165999726,2.81919416700111,0.608310587733649,52,53,35,89,81,171,69,52,35,81,33,0,"0",0.356844368069607
"38",1,27,"S2-19.jpg","2",2,1,3.24917754199851,234,18,13,42,30,3,0.511268542002654,3.25160954199964,0.708896649915125,56,57,38,96,55,152,88,56,38,55,83,0,"1",1.09562478104788
"38",1,28,"S2-19.jpg","2",2,1,3.20083770800557,231,19,16,18,13,2,1.13781908300007,3.20313558300404,0.708896649915125,90,91,39,131,63,195,45,90,39,63,37,0,"1",1.01804134645608
"38",1,29,"S1-15.jpg","1",1,1,3.06689991700114,220,14,8,9,6,3,0.639974500001699,3.06922545899579,0.608310587733649,80,81,30,112,90,203,37,80,30,90,18,0,"1",0.796795614630339
"38",1,30,"S1-15.jpg","1",1,1,2.54607837500225,184,17,12,5,1,4,1.28663895899808,2.54809108300105,0.608310587733649,82,83,35,119,56,176,64,82,35,56,9,0,"1",-0.166507798886362
"38",1,31,"S2-19.jpg","2",2,1,3.07081679099792,221,15,11,23,17,4,0.527974791002634,3.07260254099674,0.708896649915125,72,73,32,106,69,176,64,72,32,69,46,0,"1",0.803401777515676
"38",1,32,"S1-15.jpg","1",1,1,2.09022966599878,151,30,19,NA,NA,3,1.13166154200007,2.09226887499972,0.608310587733649,47,48,60,109,53,163,77,47,60,43,NA,0,"1",-1.18761246052801
"38",1,33,"S1-15.jpg","1",1,1,2.59032183300587,187,20,12,4,3,3,0.391337458000635,2.59214525000425,0.608310587733649,88,89,41,131,48,180,60,88,41,48,8,0,"1",-0.0773380780297741
"38",1,34,"S2-19.jpg","2",2,1,2.72476233299676,196,20,18,21,15,3,0.487619792002079,2.72722883299866,0.708896649915125,47,48,40,89,66,156,84,47,40,66,41,0,"1",0.184558048613596
"38",1,35,"S1-15.jpg","1",1,1,2.30896937500074,166,17,11,11,6,3,0.29497020800045,2.31097887500073,0.608310587733649,61,62,35,98,47,146,94,61,35,47,21,0,"1",-0.672468316820874
"38",1,36,"S1-15.jpg","1",1,1,2.66050441600237,192,23,13,13,9,3,0.290901042004407,2.66294416599703,0.608310587733649,58,59,48,108,59,168,72,58,48,59,25,0,"1",0.0610325849501331
"38",1,37,"S2-19.jpg","2",2,1,3.54858795800101,NA,17,12,51,36,3,0.810482125001727,3.32822624999972,0.708896649915125,54,55,36,92,46,139,101,54,36,46,102,1,"1",1.55186993338256
"38",1,38,"S2-19.jpg","2",2,1,2.356245707997,170,24,17,1,0,3,0.162358499997936,2.35832341700007,0.708896649915125,67,68,49,118,50,169,71,67,49,50,2,0,"1",-0.567561565992656
"38",1,39,"S2-19.jpg","2",2,1,2.13223583400395,154,15,10,NA,NA,3,1.44207441699837,2.13453112500429,0.708896649915125,71,72,30,103,84,188,52,71,30,52,NA,0,"1",-1.08462656730425
"38",1,40,"S2-19.jpg","2",2,1,3.14185137499589,227,15,12,29,20,4,0.742192208999768,3.14383195799746,0.708896649915125,46,47,32,80,89,170,70,46,32,89,58,0,"1",0.921767803726954
"39",1,18,"S4-20.jpg","2",1,0,0.950556541996775,69,11,8,NA,NA,2,2.83680516699678,0.953176333990996,0.701922988758486,46,47,37,85,48,134,106,46,23,NA,NA,0,"0",-2.1214515792235
"39",1,19,"S4-20.jpg","2",2,1,1.83877000000211,132,21,14,NA,NA,3,0.377117791998899,1.84124491699913,0.701922988758486,49,50,43,94,80,175,65,49,43,39,NA,0,"1",-0.159799697754302
"39",1,20,"S3-12.jpg","1",1,1,1.98142041699612,143,29,18,NA,NA,NA,NA,1.9837299589999,0.735128579529767,82,83,60,144,48,193,47,82,61,NA,NA,0,"1",0.0623402533025308
"39",1,21,"S4-20.jpg","2",1,0,2.00896716699935,145,16,11,2,0,3,0.542000500005088,2.01152333398932,0.701922988758486,55,56,33,90,50,141,99,55,33,50,5,0,"0",0.103388900244707
"39",1,22,"S4-20.jpg","2",1,0,2.01408812499722,146,16,11,NA,NA,3,0.297583958003088,2.01703254200402,0.701922988758486,72,73,34,108,71,180,60,72,34,39,NA,0,"0",0.110957788737291
"39",1,23,"S4-20.jpg","2",1,0,3.79725787500502,NA,22,18,22,13,2,0.890096250004717,3.34520162500849,0.701922988758486,77,78,45,124,73,198,42,77,45,73,43,1,"0",1.99622571120573
"39",1,24,"S4-20.jpg","2",1,0,2.38222629200027,172,15,11,NA,NA,2,0.416062874995987,2.38468045800983,0.701922988758486,83,84,31,116,66,183,57,83,31,57,NA,0,"0",0.610045590116517
"39",1,25,"S3-12.jpg","1",1,1,1.66277562499454,120,16,12,NA,NA,1,0.637834167006076,1.66509358400072,0.735128579529767,62,63,34,98,47,146,94,62,34,23,NA,0,"1",-0.458917163530905
"39",1,26,"S3-12.jpg","1",1,1,2.32536945900938,168,15,13,NA,NA,2,0.575896458001807,2.32767570900614,0.735128579529767,87,88,31,120,61,182,58,87,31,49,NA,0,"1",0.538226271330986
"39",1,27,"S3-12.jpg","1",1,1,1.73905454199121,126,17,11,NA,NA,2,0.252522041992052,1.7412780829909,0.735128579529767,47,48,30,79,46,126,114,126,NA,NA,NA,0,"1",-0.325564605120705
"39",1,28,"S4-20.jpg","2",1,0,2.25253716699081,163,19,13,NA,NA,2,0.263449584002956,2.25456670900167,0.701922988758486,50,51,39,91,85,177,63,50,39,73,NA,0,"0",0.443617728572147
"39",1,29,"S4-20.jpg","2",1,0,2.92803579098836,211,18,15,22,13,1,0.416184125002474,2.9303438749921,0.701922988758486,46,47,38,86,81,168,72,46,38,81,44,0,"0",1.22338124738708
"39",1,30,"S4-20.jpg","2",2,1,3.03119329198671,219,30,23,28,17,1,1.3105994159996,3.03351091699733,0.701922988758486,53,54,60,115,48,164,76,53,60,48,56,0,"1",1.32632281497505
"39",1,31,"S4-20.jpg","2",2,1,2.62962012500793,190,17,11,16,14,2,0.261403625001549,2.63195295800688,0.701922988758486,55,56,35,92,67,160,80,55,35,67,31,0,"1",0.903797623136823
"39",1,32,"S3-12.jpg","1",2,0,3.09915370801173,224,16,14,46,33,2,0.44027512500179,3.10123308301263,0.735128579529767,48,49,33,83,49,133,107,48,33,49,92,0,"0",1.39224406337024
"39",1,33,"S3-12.jpg","1",2,0,2.11769041699881,153,15,10,NA,NA,2,0.434781000003568,2.11972562498704,0.735128579529767,80,81,32,114,49,164,76,80,32,40,NA,0,"0",0.260086076249698
"39",1,34,"S4-20.jpg","2",2,1,1.41626108299533,102,17,12,NA,NA,2,0.120108709001215,1.41862270799174,0.701922988758486,52,53,35,89,65,155,85,52,35,14,NA,0,"1",-0.93600117443902
"39",1,35,"S3-12.jpg","1",2,0,1.9872674169892,143,20,14,NA,NA,2,0.247827083003358,1.98958062499878,0.735128579529767,88,89,41,131,68,200,40,88,41,13,NA,0,"0",0.0711006369925044
"39",1,36,"S3-12.jpg","1",2,0,1.26999012500164,92,18,12,NA,NA,2,0.114906040995265,1.27222608400916,0.735128579529767,49,50,37,88,77,166,74,49,37,5,NA,0,"0",-1.26010034585347
"39",1,37,"S4-20.jpg","2",2,1,1.4269057920028,103,13,9,NA,NA,2,0.230006958998274,1.42922925000312,0.701922988758486,76,77,46,124,58,183,57,76,27,NA,NA,0,"1",-0.913738869227868
"39",1,38,"S3-12.jpg","1",2,0,1.25954733400431,91,17,12,NA,NA,2,0.237177540999255,1.26189462500042,0.735128579529767,50,51,35,87,52,140,100,50,35,5,NA,0,"0",-1.28464826015797
"39",1,39,"S3-12.jpg","1",2,0,1.46669933400699,106,14,11,NA,NA,2,0.263679957992281,1.4689332919952,0.735128579529767,66,67,30,98,70,169,71,66,30,9,NA,0,"0",-0.831960702005232
"39",1,40,"S4-20.jpg","2",2,1,1.50792224999168,109,19,14,NA,NA,2,0.266043958996306,1.51025754099828,0.701922988758486,68,69,40,110,49,160,80,68,41,NA,NA,0,"1",-0.749552308308323
"40",1,1,"S1-15.jpg","1",2,0,2.02784987499763,146,23,15,NA,NA,NA,NA,2.03122325000004,0.690782830663199,57,58,46,105,62,168,72,57,46,42,NA,0,"0",0.800218485604887
"40",1,2,"S2-19.jpg","2",1,0,1.08495558399591,78,11,10,NA,NA,NA,NA,1.08761833400058,0.759761217590427,56,57,30,88,46,135,105,56,22,NA,NA,0,"0",-1.82291834279095
"40",1,3,"S1-15.jpg","1",2,0,1.88880533400516,131,17,13,NA,NA,NA,NA,1.8911600420106,0.690782830663199,67,68,34,103,73,177,63,67,34,29,NA,0,"0",0.502306130176061
"40",1,4,"S1-15.jpg","1",2,0,1.89238866600499,130,17,12,NA,NA,NA,NA,1.89484158299456,0.690782830663199,56,57,35,93,50,144,96,56,35,38,NA,0,"0",0.5102553697061
"40",1,5,"S2-19.jpg","2",1,0,1.72500141599448,119,15,13,NA,NA,NA,NA,1.72833729100239,0.759761217590427,49,50,31,82,71,154,86,49,31,38,NA,0,"0",0.121832624998436
"40",1,6,"S1-15.jpg","1",2,0,1.71995979099302,119,20,15,NA,NA,NA,NA,1.72231108299457,0.690782830663199,76,77,42,120,53,174,66,76,43,NA,NA,0,"0",0.109556709805478
"40",1,7,"S2-19.jpg","2",2,1,1.74039387499215,118,16,15,NA,NA,NA,NA,1.74245700000029,0.759761217590427,58,59,34,94,51,146,94,58,34,25,NA,0,"1",0.159091131842116
"40",1,8,"S2-19.jpg","2",1,0,1.32948408300581,87,15,12,NA,NA,NA,NA,1.33192149999377,0.759761217590427,50,51,31,83,55,139,101,50,31,5,NA,0,"0",-0.970462278047952
"40",1,9,"S1-15.jpg","1",2,0,2.34458795801038,161,16,11,NA,NA,NA,NA,2.34670225001173,0.690782830663199,87,88,32,121,57,179,61,87,32,41,NA,0,"0",1.40892141814276
"40",1,10,"S1-15.jpg","1",2,0,1.59605695800565,108,18,11,NA,NA,NA,NA,1.59815162500308,0.690782830663199,53,54,36,91,65,157,83,53,36,18,NA,0,"0",-0.204013012257169
"40",1,11,"S2-19.jpg","2",2,1,2.21909558300104,160,29,27,NA,NA,NA,NA,2.22119100000418,0.759761217590427,74,75,60,136,49,186,54,74,60,25,NA,0,"1",1.17820490395673
"40",1,12,"S1-15.jpg","1",1,1,2.57888833300967,186,19,13,24,17,2,1.76156612500199,2.58140083300532,0.690782830663199,48,49,40,90,49,140,100,48,40,49,47,0,"1",1.80840291011355
"40",1,13,"S2-19.jpg","2",2,1,1.84384683299868,133,14,10,NA,NA,1,0.582114834003733,1.84592895799142,0.759761217590427,54,55,30,86,59,146,94,54,30,48,NA,0,"1",0.401268612017916
"40",1,14,"S1-15.jpg","1",2,0,1.36357354199572,98,24,22,NA,NA,1,1.05219283299812,1.36582454199379,0.690782830663199,46,47,49,97,47,145,95,46,49,2,NA,0,"0",-0.864276824649694
"40",1,15,"S2-19.jpg","2",2,1,1.16931979201036,84,17,15,NA,NA,2,0.763865125001757,1.17138233300648,0.759761217590427,49,50,34,85,83,169,71,49,35,NA,NA,0,"1",-1.50885192014333
"40",1,16,"S2-19.jpg","2",1,0,1.38701104199572,100,10,7,NA,NA,1,1.29689745801443,1.38943112500419,0.759761217590427,80,81,35,117,47,165,75,80,20,NA,NA,0,"0",-0.792800179966655
"40",1,17,"S2-19.jpg","2",2,1,1.35006766700826,97,14,10,NA,NA,1,0.972015791994636,1.35226391699689,0.759761217590427,68,69,43,113,46,160,80,68,29,NA,NA,0,"1",-0.906025360724502
"40",1,18,"S2-19.jpg","2",1,0,2.96075329199084,213,19,15,5,5,1,0.642898499994772,2.96317895899119,0.759761217590427,72,73,40,114,88,203,37,72,40,88,11,0,"0",2.3875445813002
"40",1,19,"S2-19.jpg","2",2,1,1.31729462499788,95,16,14,NA,NA,1,0.442598291003378,1.31936437499826,0.759761217590427,52,53,33,87,56,144,96,52,33,9,NA,0,"1",-1.00909338914758
"40",1,20,"S2-19.jpg","2",2,1,1.33682383300038,97,17,14,NA,NA,1,0.567635917002917,1.3392635420023,0.759761217590427,63,64,48,113,48,162,78,63,34,NA,NA,0,"1",-0.947371454214287
"40",1,21,"S1-15.jpg","1",1,1,0.966314332996262,70,5,4,NA,NA,1,0.615686707998975,0.968292582998401,0.690782830663199,61,62,60,123,77,201,39,61,9,NA,NA,0,"1",-2.30861514833718
"40",1,22,"S1-15.jpg","1",2,0,1.63561816599395,118,17,12,NA,NA,1,1.31334849999985,1.63768562499899,0.690782830663199,75,76,35,112,68,181,59,75,35,7,NA,0,"0",-0.101322360469569
"40",1,23,"S2-19.jpg","2",2,1,1.23568195800181,89,19,16,NA,NA,1,0.539198416998261,1.23774058300478,0.759761217590427,46,47,39,87,78,166,74,46,39,3,NA,0,"1",-1.27733497615754
"40",1,24,"S1-15.jpg","1",1,1,1.70839970900852,123,20,15,NA,NA,3,1.9016580000025,1.71035295899492,0.690782830663199,82,83,47,131,81,213,27,82,41,NA,NA,0,"1",0.0812725312837286
"40",1,25,"S2-19.jpg","2",2,1,1.51018949999707,109,16,12,NA,NA,3,0.650069084003917,1.51225033299124,0.759761217590427,53,54,32,87,48,136,104,53,32,23,NA,0,"1",-0.435950378712458
