"subID","block","trial","targetImage","targetIdx","coherence","staircase","respFrame","response","accuracy","RT","flickerDuration","accuracyFactor","zlogRT"
"32",1,1," S3-12.jpg","1",0.7343,1,0,NA,0,NA,3.3794,"0",NA
"32",1,2," S4-20.jpg","2",0.5843,2,169,1,0,2.4728,2.4757,"0",0.764134415905554
"32",1,3," S4-20.jpg","2",0.7343,1,232,2,1,3.3348,3.3381,"1",1.70361948994501
"32",1,4," S3-12.jpg","1",0.5843,2,237,2,0,3.403,3.4059,"0",1.76721703119897
"32",1,5," S3-12.jpg","1",0.8148,1,0,NA,0,NA,3.4393,"0",NA
"32",1,6," S4-20.jpg","2",0.6648,2,101,1,0,1.5383,1.5413,"0",-0.727024576125013
"32",1,7," S3-12.jpg","1",0.8594,1,235,2,0,3.3929,3.3969,"0",1.75787945953607
"32",1,8," S4-20.jpg","2",0.7094,2,167,1,0,2.4447,2.4476,"0",0.728231814917177
"32",1,9," S4-20.jpg","2",0.6964,1,212,2,1,3.0833,3.0856,"1",1.45729182774456
"32",1,10," S4-20.jpg","2",0.7357,2,172,1,0,2.5135,2.5156,"0",0.815418769301545
"32",1,11," S4-20.jpg","2",0.6594,1,171,1,0,2.5032,2.5055,"0",0.80251908926644
"32",1,12," S3-12.jpg","1",0.6648,2,208,2,0,2.9911,2.9934,"0",1.36191999613568
"32",1,13," S4-20.jpg","2",0.7418,1,215,1,0,3.0854,3.0878,"0",1.45943070023978
"32",1,14," S3-12.jpg","1",0.7094,2,117,2,0,1.7475,1.7499,"0",-0.326464518054821
"32",1,15," S4-20.jpg","2",0.8081,1,0,NA,0,NA,3.4437,"0",NA
"32",1,16," S4-20.jpg","2",0.7519,2,166,2,1,2.4367,2.439,"1",0.717934945311639
"32",1,17," S3-12.jpg","1",0.8857,1,134,1,1,1.9864,1.9888,"1",0.0760730017908613
"32",1,18," S4-20.jpg","2",0.7472,2,152,2,1,2.238,2.2403,"1",0.450717314614528
"32",1,19," S4-20.jpg","2",0.8532,1,98,2,1,1.4704,1.4728,"1",-0.868840131053121
"32",1,20," S4-20.jpg","2",0.7419,2,111,2,1,1.5628,1.5651,"1",-0.677386083653634
"32",1,21," S4-20.jpg","2",0.8404,1,92,2,1,1.3995,1.4017,"1",-1.02408851265034
"32",1,22," S4-20.jpg","2",0.7361,2,135,2,1,1.9974,1.9995,"1",0.0934212447475656
"32",1,23," S3-12.jpg","1",0.8782,1,90,1,1,1.3767,1.379,"1",-1.0756889158969
"32",1,24," S4-20.jpg","2",0.7297,2,84,2,1,1.2975,1.2998,"1",-1.26181942132932
"32",1,25," S3-12.jpg","1",0.87,1,130,1,1,1.9653,1.9678,"1",0.0425253713883016
"32",1,26," S4-20.jpg","2",0.7228,2,117,2,1,1.7392,1.7415,"1",-0.341420797295806
"32",1,27," S3-12.jpg","1",0.8609,1,98,1,1,1.4932,1.4953,"1",-0.820502755889564
"32",1,28," S4-20.jpg","2",0.7154,2,95,2,1,1.4392,1.4415,"1",-0.936214884157723
"32",1,29," S4-20.jpg","2",0.8266,1,82,2,1,1.2613,1.2637,"1",-1.35071096313619
"32",1,30," S4-20.jpg","2",0.7076,2,137,2,1,2.0388,2.0411,"1",0.157868159075561
"32",1,31," S3-12.jpg","1",0.8512,1,144,1,1,2.123,2.1253,"1",0.284998550808733
"32",1,32," S4-20.jpg","2",0.6995,2,75,2,1,1.1588,1.1611,"1",-1.61697325952654
"32",1,33," S4-20.jpg","2",0.8121,1,126,2,1,1.8606,1.8629,"1",-0.129455740141917
"32",1,34," S3-12.jpg","1",0.7357,2,107,1,1,1.6079,1.6102,"1",-0.588012347178844
"32",1,35," S3-12.jpg","1",0.8409,1,101,1,1,1.5326,1.535,"1",-0.738686465411647
"32",1,36," S4-20.jpg","2",0.6912,2,95,2,1,1.4558,1.4582,"1",-0.90018826456272
"32",1,37," S3-12.jpg","1",0.8303,1,92,1,1,1.3925,1.3948,"1",-1.03984076897442
"32",1,38," S3-12.jpg","1",0.7282,2,80,1,1,1.2464,1.2486,"1",-1.38804242814264
"32",1,39," S4-20.jpg","2",0.7974,1,56,2,1,0.9026,0.9049,"1",-2.40189675138038
"32",1,40," S4-20.jpg","2",0.6829,2,121,2,1,1.8006,1.8029,"1",-0.232429344527645
"32",1,41," S4-20.jpg","2",0.7828,1,131,2,1,1.9444,1.9468,"1",0.00893875741163274
"32",1,42," S3-12.jpg","1",0.72,2,107,1,1,1.6124,1.6147,"1",-0.579232727596238
"32",1,43," S4-20.jpg","2",0.7687,1,161,2,1,2.3704,2.3727,"1",0.631275252435634
"32",1,44," S3-12.jpg","1",0.7109,2,114,1,1,1.7171,1.7191,"1",-0.381594882397147
"32",1,45," S4-20.jpg","2",0.7553,1,181,2,1,2.6534,2.6557,"1",0.98557703718827
"32",1,46," S3-12.jpg","1",0.7012,2,98,1,1,1.5077,1.5098,"1",-0.790144340946798
"32",1,47," S4-20.jpg","2",0.7426,1,135,2,1,1.9979,2.0002,"1",0.0942075294845395
"32",1,48," S4-20.jpg","2",0.6747,2,165,2,1,2.4248,2.4272,"1",0.70255563808415
"32",1,49," S3-12.jpg","1",0.8195,1,76,1,1,1.1692,1.1716,"1",-1.58890519369028
"32",1,50," S3-12.jpg","1",0.6909,2,198,1,1,2.8806,2.883,"1",1.24366787725891
"32",1,51," S4-20.jpg","2",0.7308,1,161,2,1,2.3855,2.3878,"1",0.651223508132049
"32",1,52," S3-12.jpg","1",0.6803,2,81,1,1,1.2516,1.254,"1",-1.37496354164097
"32",1,53," S4-20.jpg","2",0.7199,1,122,2,1,1.8219,1.8242,"1",-0.195486064789281
"32",1,54," S4-20.jpg","2",0.6666,2,202,2,1,2.9282,2.9305,"1",1.29515391659746
"32",1,55," S3-12.jpg","1",0.8087,1,87,1,1,1.3336,1.336,"1",-1.17560968121307
"32",1,56," S3-12.jpg","1",0.6695,2,65,1,1,1.0255,1.0278,"1",-2.00087237046854
"32",1,57," S3-12.jpg","1",0.7982,1,83,1,1,1.2873,1.2896,"1",-1.28661274300713
