subID,block,trial,image,imageIdx,cueIdx,cue_string,congruent,response,accuracy,RT, cueDuration,learningRound
19,1,1, S2-19.jpg,2,2, green,1, NaN,0, NaN,1.25,1
19,1,2, S2-19.jpg,2,1, purple,0,2,1,2.7459,1.8667,1
19,1,3, S2-19.jpg,2,3, orange, NaN,2,1,1.9329,1.2667,1
19,1,4, S2-19.jpg,2,1, purple,0,2,1,2.0396,1.3,1
19,1,5, S2-19.jpg,2,3, orange, NaN,2,1,2.4795,1.5,1
19,1,6, S1-15.jpg,1,1, purple,1,1,1,2.0129,1.25,1
19,1,7, S2-19.jpg,2,2, green,1,2,1,2.186,1.25,1
19,1,8, S1-15.jpg,1,2, green,0,1,1,2.9593,1.5167,1
19,1,9, S2-19.jpg,2,2, green,1,2,1,2.3061,1.35,1
19,1,10, S1-15.jpg,1,1, purple,1,1,1,2.586,1.3167,1
19,1,11, S1-15.jpg,1,1, purple,1,1,1,1.9863,1.2667,1
19,1,12, S1-15.jpg,1,1, purple,1,1,1,2.1995,1.2833,1
19,1,13, S2-19.jpg,2,2, green,1,2,1,2.7593,1.55,1
19,1,14, S2-19.jpg,2,3, orange, NaN,2,1,2.7337,1.7333,1
19,1,15, S2-19.jpg,2,2, green,1,2,1,3.4389,1.6,1
19,1,16, S2-19.jpg,2,1, purple,0,2,1,3.8924,3.25,1
19,1,17, S1-15.jpg,1,1, purple,1,1,1,2.0795,1.3833,1
19,1,18, S1-15.jpg,1,3, orange, NaN,1,1,2.7059,1.8167,1
19,1,19, S2-19.jpg,2,2, green,1,2,1,2.786,1.3,1
19,1,20, S2-19.jpg,2,3, orange, NaN,2,1,2.2929,1.4333,1
19,1,21, S1-15.jpg,1,3, orange, NaN,1,1,2.1738,1.35,1
19,1,22, S1-15.jpg,1,1, purple,1,1,1,2.0528,1.3,1
19,1,23, S1-15.jpg,1,3, orange, NaN,2,0,2.6393,1.25,1
19,1,24, S1-15.jpg,1,1, purple,1,1,1,2.3061,1.5833,1
19,1,25, S1-15.jpg,1,1, purple,1,1,1,2.2261,1.6167,1
19,1,26, S1-15.jpg,1,2, green,0,1,1,2.666,1.25,1
19,1,27, S1-15.jpg,1,3, orange, NaN,1,1,2.1197,1.3333,1
19,1,28, S1-15.jpg,1,1, purple,1,1,1,3.0659,1.6833,1
19,1,29, S2-19.jpg,2,3, orange, NaN,2,1,2.2661,1.3333,1
19,1,30, S1-15.jpg,1,1, purple,1,1,1,1.9863,1.4,1
19,1,31, S1-15.jpg,1,1, purple,1,1,1,2.0263,1.5333,1
19,1,32, S1-15.jpg,1,3, orange, NaN,1,1,2.2928,1.5167,1
19,1,33, S2-19.jpg,2,3, orange, NaN,2,1,2.333,1.8833,1
19,1,34, S1-15.jpg,1,2, green,0,1,1,2.6128,1.9167,1
19,1,35, S1-15.jpg,1,3, orange, NaN,1,1,2.0661,1.3167,1
19,1,36, S1-15.jpg,1,1, purple,1,1,1,2.0263,1.4,1
19,1,37, S2-19.jpg,2,3, orange, NaN,2,1,2.8002,1.4667,1
19,1,38, S2-19.jpg,2,2, green,1,2,1,2.2532,1.4667,1
19,1,39, S1-15.jpg,1,1, purple,1,2,0,3.0523,1.7833,1
19,1,40, S1-15.jpg,1,3, orange, NaN,1,1,2.3329,1.4167,1
19,1,41, S2-19.jpg,2,3, orange, NaN,2,1,2.4129,1.3667,1
19,1,42, S1-15.jpg,1,2, green,0,1,1,2.2662,1.2667,1
19,1,43, S2-19.jpg,2,2, green,1,2,1,2.2265,1.5,1
