subID,block,trial,targetImage,targetIdx,coherence,respFrame,response,accuracy,RT,flickerDuration
 19, 1, 1, S1-15.jpg, 1, 0.63, 116, 1, 1, 1.6476, 1.6493
 19, 1, 2, S2-19.jpg, 2, 0.53, 174, 1, 0, 2.4382, 2.4392
 19, 1, 3, S2-19.jpg, 2, 0.63, 127, 2, 1, 1.8191, 1.8201
 19, 1, 4, S2-19.jpg, 2, 0.61, 203, 1, 0, 2.8597, 2.8606
 19, 1, 5, S2-19.jpg, 2, 0.60, 197, 2, 1, 2.7400, 2.7414
 19, 1, 6, S1-15.jpg, 1, 0.53, 180, 2, 0, 2.5386, 2.5394
 19, 1, 7, S1-15.jpg, 1, 0.60, 174, 2, 0, 2.4473, 2.4483
 19, 1, 8, S1-15.jpg, 1, 0.61, 181, 2, 0, 2.5921, 2.5929
 19, 1, 9, S2-19.jpg, 2, 0.56, 259, 1, 0, 3.6199, 3.6210
 19, 1, 10, S2-19.jpg, 2, 0.66, 283, 2, 1, 3.9241, 3.9250
 19, 1, 11, S1-15.jpg, 1, 0.68, 385, 1, 1, 5.3518, 5.3528
 19, 1, 12, S1-15.jpg, 1, 0.66, 273, 2, 0, 3.8056, 3.8065
 19, 1, 13, S2-19.jpg, 2, 0.64, 222, 2, 1, 3.1129, 3.1138
 19, 1, 14, S2-19.jpg, 2, 0.65, 300, 1, 0, 4.2192, 4.2201
 19, 1, 15, S1-15.jpg, 1, 0.66, 226, 2, 0, 3.1664, 3.1674
 19, 1, 16, S1-15.jpg, 1, 0.69, 247, 2, 0, 3.4724, 3.4733
 19, 1, 17, S2-19.jpg, 2, 0.61, 252, 2, 1, 3.5262, 3.5272
 19, 1, 18, S2-19.jpg, 2, 0.68, 240, 2, 1, 3.3394, 3.3403
 19, 1, 19, S2-19.jpg, 2, 0.59, 270, 1, 0, 3.7665, 3.7674
 19, 1, 20, S1-15.jpg, 1, 0.70, 222, 2, 0, 3.1128, 3.1138
 19, 1, 21, S1-15.jpg, 1, 0.72, 359, 2, 0, 4.9911, 4.9921
 19, 1, 22, S2-19.jpg, 2, 0.67, 335, 2, 1, 4.6990, 4.6999
 19, 1, 23, S2-19.jpg, 2, 0.65, 262, 1, 0, 3.6461, 3.6470
 19, 1, 24, S1-15.jpg, 1, 0.71, 258, 1, 1, 3.6192, 3.6203
 19, 1, 25, S2-19.jpg, 2, 0.71, 209, 2, 1, 2.9125, 2.9138
 19, 1, 26, S1-15.jpg, 1, 0.71, 211, 1, 1, 2.9654, 2.9664
 19, 1, 27, S1-15.jpg, 1, 0.76, 286, 1, 1, 4.0191, 4.0200
 19, 1, 28, S1-15.jpg, 1, 0.71, 155, 2, 0, 2.1939, 2.1949
 19, 1, 29, S1-15.jpg, 1, 0.75, 362, 1, 1, 5.0322, 5.0331
 19, 1, 30, S1-15.jpg, 1, 0.71, 228, 1, 1, 3.2195, 3.2205
 19, 1, 31, S2-19.jpg, 2, 0.69, 260, 1, 0, 3.6191, 3.6201
 19, 1, 32, S1-15.jpg, 1, 0.71, 287, 2, 0, 4.0189, 4.0198
 19, 1, 33, S1-15.jpg, 1, 0.73, 291, 1, 1, 4.0728, 4.0737
 19, 1, 34, S1-15.jpg, 1, 0.72, 271, 2, 0, 3.7798, 3.7807
 19, 1, 35, S1-15.jpg, 1, 0.72, 272, 2, 0, 3.7926, 3.7936
 19, 1, 36, S2-19.jpg, 2, 0.66, 165, 2, 1, 2.3000, 2.3009
 19, 1, 37, S2-19.jpg, 2, 0.73, 328, 1, 0, 4.5930, 4.5940
 19, 1, 38, S1-15.jpg, 1, 0.72, 397, 2, 0, 5.5120, 5.5130
 19, 1, 39, S1-15.jpg, 1, 0.75, 253, 2, 0, 3.5389, 3.5399
 19, 1, 40, S2-19.jpg, 2, 0.65, 275, 1, 0, 3.8459, 3.8467
