subID,block,trial,targetImage,targetIdx,coherence,respFrame,response,accuracy,RT,flickerDuration,repeatedTrial
 19, 1, 1, S2-19.jpg, 2, 0.95, 137, 2, 1, 1.9305, 1.9330, 1
 19, 1, 2, S1-15.jpg, 1, 0.95, 305, 2, 0, 4.2777, 4.2792
 19, 1, 3, S1-15.jpg, 1, 0.90, 238, 1, 1, 3.3254, 3.3262
 19, 1, 4, S2-19.jpg, 2, 0.90, 145, 2, 1, 2.0353, 2.0363
 19, 1, 5, S2-19.jpg, 2, 0.85, 292, 2, 1, 4.0958, 4.0967
 19, 1, 6, S2-19.jpg, 2, 0.85, 302, 1, 0, 4.2549, 4.2560
 19, 1, 7, S2-19.jpg, 2, 0.80, 225, 2, 1, 3.1676, 3.1685
 19, 1, 8, S1-15.jpg, 1, 0.80, 249, 1, 1, 3.4484, 3.4495
 19, 1, 9, S2-19.jpg, 2, 0.75, 227, 2, 1, 3.1688, 3.1697
 19, 1, 10, S2-19.jpg, 2, 0.75, 316, 2, 1, 4.4299, 4.4310
 19, 1, 11, S2-19.jpg, 2, 0.70, 200, 1, 0, 2.7978, 2.7987
 19, 1, 12, S1-15.jpg, 1, 0.70, 132, 2, 0, 1.8713, 1.8721
 19, 1, 13, S1-15.jpg, 1, 0.65, 290, 1, 1, 4.0428, 4.0443
 19, 1, 14, S1-15.jpg, 1, 0.65, 160, 2, 0, 2.2922, 2.2936
 19, 1, 15, S1-15.jpg, 1, 0.60, 347, 2, 0, 4.8552, 4.8562
 19, 1, 16, S1-15.jpg, 1, 0.60, 318, 1, 1, 4.4128, 4.4141
 19, 1, 17, S2-19.jpg, 2, 0.55, 249, 1, 0, 3.4885, 3.4894
 19, 1, 18, S2-19.jpg, 2, 0.55, 144, 1, 0, 1.9938, 1.9950
 19, 1, 19, S2-19.jpg, 2, 0.50, 182, 2, 1, 2.5483, 2.5492
 19, 1, 20, S1-15.jpg, 1, 0.50, 261, 1, 1, 3.6501, 3.6516
