subID,block,trial,image,imageIdx,cue_rgb,cue_string,congruent,response,accuracy,RT, cueDuration,learningRound, 
 21, 1, 54, S1-15.jpg, 1, 1, red, 1, 1, 1, 0.6426, 1.3667, 1
 21, 1, 55, S1-15.jpg, 1, 1, red, 1, 1, 1, 0.3384, 1.5333, 1
 21, 1, 56, S2-19.jpg, 2, 1, red, 0, 1, 0, 0.5079, 1.8333, 1
 21, 1, 57, S1-15.jpg, 1, 3, yellow, NaN, 2, 0, 0.7456, 1.3833, 1
 21, 1, 58, S1-15.jpg, 1, 1, red, 1, 1, 1, 0.9768, 1.4500, 1
 21, 1, 59, S1-15.jpg, 1, 2, blue, 0, 2, 0, 0.6136, 1.2833, 1
 21, 1, 60, S1-15.jpg, 1, 1, red, 1, 1, 1, 0.5848, 1.2500, 1
 21, 1, 61, S2-19.jpg, 2, 1, red, 0, 1, 0, 0.9255, 1.3833, 1
 21, 1, 62, S1-15.jpg, 1, 3, yellow, NaN, 2, 0, 0.8689, 1.7167, 1
 21, 1, 63, S2-19.jpg, 2, 2, blue, 1, 1, 0, 0.7353, 1.9000, 1
 21, 1, 64, S1-15.jpg, 1, 1, red, 1, 2, 0, 0.3938, 1.2500, 1
 21, 1, 65, S2-19.jpg, 2, 3, yellow, NaN, 1, 0, 0.6466, 1.6667, 1
 21, 1, 66, S2-19.jpg, 2, 2, blue, 1, 1, 0, 0.3945, 1.4167, 1
 21, 1, 67, S2-19.jpg, 2, 2, blue, 1, 2, 1, 0.4799, 1.3667, 1
 21, 1, 68, S1-15.jpg, 1, 1, red, 1, 1, 1, 0.6403, 1.3333, 1
 21, 1, 69, S1-15.jpg, 1, 3, yellow, NaN, 2, 0, 0.6175, 1.7667, 1
 21, 1, 70, S2-19.jpg, 2, 3, yellow, NaN, 1, 0, 1.1057, 1.7500, 1
 21, 1, 71, S2-19.jpg, 2, 2, blue, 1, 1, 0, 0.5705, 1.4833, 1
 21, 1, 72, S2-19.jpg, 2, 2, blue, 1, 1, 0, 0.7097, 1.6500, 1
 21, 1, 73, S1-15.jpg, 1, 1, red, 1, 1, 1, 0.4430, 1.3167, 1
 21, 1, 74, S1-15.jpg, 1, 3, yellow, NaN, 2, 0, 0.6533, 1.2833, 1
 21, 1, 75, S2-19.jpg, 2, 2, blue, 1, 1, 0, 0.5841, 1.5667, 1
 21, 1, 1, S2-19.jpg, 2, 1, red, 0, 1, 0, 0.6644, 1.6167, 1
 21, 1, 2, S1-15.jpg, 1, 1, red, 1, 1, 1, 0.3190, 1.4500, 1
 21, 1, 3, S2-19.jpg, 2, 3, yellow, NaN, 2, 1, 0.5080, 1.2500, 1
 21, 1, 4, S1-15.jpg, 1, 3, yellow, NaN, 1, 1, 0.5526, 1.5667, 1
 21, 1, 5, S2-19.jpg, 2, 3, yellow, NaN, 2, 1, 0.5288, 1.2500, 1
 21, 1, 6, S2-19.jpg, 2, 2, blue, 1, 2, 1, 0.5730, 1.2500, 1
 21, 1, 7, S2-19.jpg, 2, 1, red, 0, 1, 0, 0.5058, 1.5833, 1
 21, 1, 8, S2-19.jpg, 2, 3, yellow, NaN, 2, 1, 0.6258, 1.5333, 1
 21, 1, 9, S1-15.jpg, 1, 3, yellow, NaN, 1, 1, 0.5385, 1.2500, 1
 21, 1, 10, S1-15.jpg, 1, 3, yellow, NaN, 2, 0, 0.6719, 1.3167, 1
 21, 1, 11, S1-15.jpg, 1, 2, blue, 0, 2, 0, 0.5694, 1.4167, 1
 21, 1, 12, S2-19.jpg, 2, 3, yellow, NaN, 2, 1, 0.3994, 1.5000, 1
 21, 1, 13, S1-15.jpg, 1, 1, red, 1, 1, 1, 0.5306, 1.3833, 1
 21, 1, 14, S1-15.jpg, 1, 1, red, 1, 1, 1, 0.5054, 1.4833, 1
 21, 1, 15, S1-15.jpg, 1, 1, red, 1, 1, 1, 0.4923, 1.2500, 1
 21, 1, 16, S1-15.jpg, 1, 1, red, 1, 1, 1, 0.5609, 1.4667, 1
 21, 1, 17, S1-15.jpg, 1, 1, red, 1, 1, 1, 0.4044, 1.5167, 1
 21, 1, 18, S2-19.jpg, 2, 2, blue, 1, 2, 1, 0.5749, 1.4333, 1
 21, 1, 19, S2-19.jpg, 2, 2, blue, 1, 2, 1, 0.3887, 1.3667, 1
 21, 1, 20, S1-15.jpg, 1, 2, blue, 0, 2, 0, 1.1243, 1.3500, 1
 21, 1, 21, S2-19.jpg, 2, 2, blue, 1, 2, 1, 0.8134, 1.6000, 1
 21, 1, 22, S1-15.jpg, 1, 3, yellow, NaN, 2, 0, 1.2038, 1.2833, 1
 21, 1, 23, S2-19.jpg, 2, 2, blue, 1, 2, 1, 0.4552, 1.5500, 1
 21, 1, 24, S1-15.jpg, 1, 3, yellow, NaN, 2, 0, 0.7522, 1.2500, 1
 21, 1, 25, S2-19.jpg, 2, 2, blue, 1, 2, 1, 0.5236, 1.2500, 1
 21, 1, 26, S1-15.jpg, 1, 1, red, 1, 1, 1, 0.3927, 1.3333, 1
 21, 1, 27, S2-19.jpg, 2, 2, blue, 1, 2, 1, 0.4742, 1.4000, 1
 21, 1, 28, S1-15.jpg, 1, 1, red, 1, 1, 1, 0.4967, 1.3000, 1
 21, 1, 29, S2-19.jpg, 2, 2, blue, 1, 2, 1, 0.4278, 1.2500, 1
 21, 1, 30, S2-19.jpg, 2, 3, yellow, NaN, 2, 1, 0.6723, 3.2500, 1
