subID,block,trial,image,imageIdx,cueIdx,cue_string,congruent,response,accuracy,RT, cueDuration,learningRound
10,1,1, S3-12.jpg,1,2, blue,0,1,1,2.4662,1.25,1
10,1,2, S3-12.jpg,1,1, red,1,2,0,1.9996,1.55,1
10,1,3, S3-12.jpg,1,3, yellow, NaN,1,1,2.2493,1.4,1
10,1,4, S3-12.jpg,1,1, red,1,1,1,2.2496,1.5333,1
10,1,5, S3-12.jpg,1,3, yellow, NaN,1,1,2.568,1.9333,1
10,1,6, S3-12.jpg,1,1, red,1,1,1,1.8163,1.4167,1
10,1,7, S3-12.jpg,1,2, blue,0,2,0,0.9397,1.25,1
10,1,8, S3-12.jpg,1,2, blue,0,1,1,1.9996,1.55,1
10,1,9, S3-12.jpg,1,2, blue,0,1,1,1.7516,1.2833,1
10,1,10, S3-12.jpg,1,1, red,1,1,1,0.5784,1.2667,1
10,1,11, S3-12.jpg,1,1, red,1,1,1,1.2379,1.5,1
10,1,12, S4-20.jpg,2,1, red,0,1,0,0.6647,1.7667,1
10,1,13, S3-12.jpg,1,2, blue,0,1,1,2.7684,1.3833,1
10,1,14, S3-12.jpg,1,3, yellow, NaN,1,1,1.6831,1.25,1
10,1,15, S3-12.jpg,1,2, blue,0,1,1,3.7989,3.25,1
10,1,16, S3-12.jpg,1,1, red,1,1,1,2.816,1.7,1
10,1,17, S3-12.jpg,1,1, red,1,1,1,1.8164,1.3,1
10,1,18, S3-12.jpg,1,3, yellow, NaN,1,1,2.3161,1.8833,1
10,1,19, S3-12.jpg,1,2, blue,0,1,1,2.0852,1.2667,1
10,1,20, S3-12.jpg,1,3, yellow, NaN,1,1,1.8996,1.25,1
10,1,21, S3-12.jpg,1,3, yellow, NaN,1,1,2.2163,1.7833,1
10,1,22, S3-12.jpg,1,1, red,1,1,1,1.9161,1.3167,1
10,1,23, S4-20.jpg,2,3, yellow, NaN,1,0,1.3832,1.3667,1
10,1,24, S3-12.jpg,1,1, red,1,1,1,1.7665,1.2667,1
10,1,25, S3-12.jpg,1,1, red,1,1,1,1.8998,1.3167,1
10,1,26, S4-20.jpg,2,2, blue,1,2,1,2.0995,1.2833,1
10,1,27, S3-12.jpg,1,3, yellow, NaN,1,1,2.4662,1.65,1
10,1,28, S3-12.jpg,1,1, red,1,1,1,2.0838,1.3833,1
10,1,29, S4-20.jpg,2,3, yellow, NaN,2,1,2.0164,1.3,1
10,1,30, S3-12.jpg,1,1, red,1,1,1,2.1679,1.5167,1
