subID,block,trial,targetImage,targetIdx,coherence,respFrame,response,accuracy,RT,flickerDuration
 10, 1, 1, S3-12.jpg, 1, 0.63, 172, 1, 1, 2.9862, 2.9887
 10, 1, 2, S3-12.jpg, 1, 0.53, 309, 1, 1, 5.3324, 5.3333
 10, 1, 3, S3-12.jpg, 1, 0.60, 309, 2, 0, 5.3416, 5.3425
 10, 1, 4, S4-20.jpg, 2, 0.53, 281, 1, 0, 4.8741, 4.8749
 10, 1, 5, S3-12.jpg, 1, 0.68, 240, 1, 1, 4.1597, 4.1606
 10, 1, 6, S3-12.jpg, 1, 0.50, 263, 2, 0, 4.5812, 4.5822
 10, 1, 7, S3-12.jpg, 1, 0.66, 266, 2, 0, 4.6037, 4.6045
 10, 1, 8, S3-12.jpg, 1, 0.58, 302, 1, 1, 5.2258, 5.2267
 10, 1, 9, S3-12.jpg, 1, 0.72, 235, 1, 1, 4.0762, 4.0772
 10, 1, 10, S3-12.jpg, 1, 0.56, 160, 2, 0, 2.7760, 2.7768
 10, 1, 11, S3-12.jpg, 1, 0.70, 189, 1, 1, 3.2767, 3.2776
 10, 1, 12, S4-20.jpg, 2, 0.61, 221, 1, 0, 3.8094, 3.8102
 10, 1, 13, S4-20.jpg, 2, 0.63, 189, 1, 0, 3.2932, 3.2939
 10, 1, 14, S4-20.jpg, 2, 0.66, 200, 2, 1, 3.4434, 3.4443
 10, 1, 15, S3-12.jpg, 1, 0.68, 166, 1, 1, 2.8930, 2.8939
 10, 1, 16, S3-12.jpg, 1, 0.62, 213, 2, 0, 3.7094, 3.7102
 10, 1, 17, S3-12.jpg, 1, 0.66, 142, 1, 1, 2.4265, 2.4275
 10, 1, 18, S3-12.jpg, 1, 0.66, 153, 2, 0, 2.6761, 2.6769
 10, 1, 19, S4-20.jpg, 2, 0.71, 198, 1, 0, 3.4099, 3.4114
 10, 1, 20, S3-12.jpg, 1, 0.68, 196, 2, 0, 3.4070, 3.4078
 10, 1, 21, S3-12.jpg, 1, 0.65, 202, 1, 1, 3.4768, 3.4778
 10, 1, 22, S4-20.jpg, 2, 0.65, 223, 1, 0, 3.8587, 3.8596
 10, 1, 23, S4-20.jpg, 2, 0.76, 270, 2, 1, 4.6759, 4.6767
 10, 1, 24, S4-20.jpg, 2, 0.68, 286, 1, 0, 4.9424, 4.9439
 10, 1, 25, S4-20.jpg, 2, 0.75, 252, 1, 0, 4.3558, 4.3565
 10, 1, 26, S4-20.jpg, 2, 0.70, 113, 2, 1, 1.9438, 1.9449
 10, 1, 27, S3-12.jpg, 1, 0.63, 203, 1, 1, 3.4924, 3.4933
 10, 1, 28, S3-12.jpg, 1, 0.70, 165, 1, 1, 2.8768, 2.8775
 10, 1, 29, S4-20.jpg, 2, 0.78, 174, 2, 1, 3.0103, 3.0112
 10, 1, 30, S4-20.jpg, 2, 0.69, 245, 2, 1, 4.2760, 4.2768
