subID,block,trial,image,actualResponse,correctResponse,accuracy,RT
 14, 1, 1, S2-19.jpg, 2, 2, 1, 8.148865e-01, 
 14, 1, 2, S1-15.jpg, 1, 1, 1, 6.133803e-01, 
 14, 1, 3, S1-15.jpg, 1, 1, 1, 8.666442e-01, 
 14, 1, 4, S2-19.jpg, 2, 2, 1, 6.015291e-01, 
 14, 1, 5, S2-19.jpg, 2, 2, 1, 5.199416e-01, 
 14, 1, 6, S2-19.jpg, 2, 2, 1, 5.067253e-01, 
 14, 1, 7, S2-19.jpg, 2, 2, 1, 5.201813e-01, 
 14, 1, 8, S1-15.jpg, 1, 1, 1, 9.866514e-01, 
 14, 1, 9, S2-19.jpg, 2, 2, 1, 6.533592e-01, 
 14, 1, 10, S2-19.jpg, 2, 2, 1, 6.799841e-01, 
 14, 1, 11, S1-15.jpg, 1, 1, 1, 9.865199e-01, 
 14, 1, 12, S1-15.jpg, 1, 1, 1, 5.734520e-01, 
 14, 1, 13, S2-19.jpg, 2, 2, 1, 7.198817e-01, 
 14, 1, 14, S2-19.jpg, 2, 2, 1, 8.400146e-01, 
 14, 1, 15, S1-15.jpg, 1, 1, 1, 7.335570e-01, 
 14, 1, 16, S1-15.jpg, 1, 1, 1, 7.733571e-01, 
 14, 1, 17, S1-15.jpg, 1, 1, 1, 5.865831e-01, 
 14, 1, 18, S1-15.jpg, 1, 1, 1, 4.801939e-01, 
 14, 1, 19, S2-19.jpg, 2, 2, 1, 5.732771e-01, 
 14, 1, 20, S1-15.jpg, 1, 1, 1, 1.026193e+00, 
