subID,block,trial,targetImage,targetIdx,coherence,respFrame,response,accuracy,RT,flickerDuration,repeatedTrial
 13, 1, 1, S4-20.jpg, 2, 0.95, 194, 2, 1, 2.7164, 2.7189, 1
 13, 1, 2, S3-12.jpg, 1, 0.95, 85, 1, 1, 1.1797, 1.1807
 13, 1, 3, S3-12.jpg, 1, 0.90, 135, 1, 1, 1.8944, 1.8959
 13, 1, 4, S4-20.jpg, 2, 0.90, 181, 2, 1, 2.5267, 2.5275
 13, 1, 5, S4-20.jpg, 2, 0.85, 202, 1, 0, 2.8147, 2.8157
 13, 1, 6, S4-20.jpg, 2, 0.85, 195, 2, 1, 2.7024, 2.7034
 13, 1, 7, S4-20.jpg, 2, 0.80, 156, 1, 0, 2.1855, 2.1865
 13, 1, 8, S3-12.jpg, 1, 0.80, 195, 2, 0, 2.7304, 2.7312
 13, 1, 9, S4-20.jpg, 2, 0.75, 325, 2, 1, 4.4832, 4.4841
 13, 1, 10, S4-20.jpg, 2, 0.75, 118, 1, 0, 1.6792, 1.6803
 13, 1, 11, S4-20.jpg, 2, 0.70, 322, 1, 0, 4.4829, 4.4837
 13, 1, 12, S3-12.jpg, 1, 0.70, 205, 2, 0, 2.8509, 2.8522
 13, 1, 13, S3-12.jpg, 1, 0.65, 313, 2, 0, 4.3446, 4.3455
 13, 1, 14, S3-12.jpg, 1, 0.65, 234, 1, 1, 3.2444, 3.2454
 13, 1, 15, S3-12.jpg, 1, 0.60, 305, 1, 1, 4.2815, 4.2825
 13, 1, 16, S3-12.jpg, 1, 0.60, 231, 2, 0, 3.2055, 3.2064
 13, 1, 17, S4-20.jpg, 2, 0.55, 364, 2, 1, 5.0434, 5.0447
 13, 1, 18, S4-20.jpg, 2, 0.55, 312, 1, 0, 4.3204, 4.3213
 13, 1, 19, S4-20.jpg, 2, 0.50, 344, 2, 1, 4.7864, 4.7873
 13, 1, 20, S3-12.jpg, 1, 0.50, 231, 2, 0, 3.2396, 3.2405
