subID,block,trial,targetImg,targetIdx,cue_rgb,cue_string,congruent,respFrame,response,accuracy,RT,confResp,confRT,flickerDuration,noise1frames,signal1frames,noise2frames,coherence,catch_trial
 17, 1, 1, S1-15.jpg, 1, [181 10 240], purple, 1, 36, 1, 1, 0.5236, 4, 2.1252, 0.5273,89,25,87,0.7368,0
 17, 1, 2, S2-19.jpg, 2, [10 240 94], green, 1, 66, 2, 1, 0.8969, 3, 1.3558, 0.8978,91,31,104,0.7433,0
 17, 1, 3, S2-19.jpg, 2, [10 240 94], green, 1, 73, 2, 1, 0.9949, 3, 1.1442, 0.9959,89,27,80,0.7433,0
 17, 1, 4, S1-15.jpg, 1, [10 240 94], green, 0, 62, 2, 0, 0.8518, 2, 1.5990, 0.8525,139,31,85,0.7368,0
 17, 1, 5, S2-19.jpg, 2, [10 240 94], green, 1, 161, 2, 1, 2.2532, 3, 0.5335, 2.2540,138,25,81,0.7433,0
 17, 1, 6, S1-15.jpg, 1, [10 240 94], green, 0, 81, 1, 1, 1.1682, 1, 0.6101, 1.1696,79,33,86,0.7368,0
 17, 1, 7, S2-19.jpg, 2, [10 240 94], green, 1, 93, 2, 1, 1.3289, 2, 0.3840, 1.3296,96,27,76,0.7433,0
 17, 1, 8, S2-19.jpg, 2, [10 240 94], green, 1, 172, 2, 1, 2.4121, 2, 1.2520, 2.4130,94,51,88,0.7433,0
 17, 1, 9, S2-19.jpg, 2, [10 240 94], green, 1, 162, 2, 1, 2.2570, 2, 1.0110, 2.2580,86,58,90,0.7433,0
 17, 1, 10, S2-19.jpg, 2, [10 240 94], green, 1, 69, 2, 1, 0.9530, 3, 0.3700, 0.9539,127,36,113,0.7433,0
 17, 1, 11, S1-15.jpg, 1, [240 168 10], orange, NaN, 181, 1, 1, 2.5113, 2, 0.3370, 2.5121,84,62,83,0.7368,1
 17, 1, 12, S1-15.jpg, 1, [181 10 240], purple, 1, 42, 1, 1, 0.5939, 4, 0.5188, 0.5946,77,38,78,0.7368,0
 17, 1, 13, S2-19.jpg, 2, [10 240 94], green, 1, 89, 2, 1, 1.2833, 2, 0.4155, 1.2841,107,26,90,0.7433,0
 17, 1, 14, S2-19.jpg, 2, [10 240 94], green, 1, 119, 2, 1, 1.6733, 3, 0.5663, 1.6747,104,38,102,0.7433,1
 17, 1, 15, S2-19.jpg, 2, [10 240 94], green, 1, 256, 2, 1, 3.5955, 2, 0.3471, 3.5971,81,53,77,0.7433,0
 17, 1, 16, S1-15.jpg, 1, [240 168 10], orange, NaN, 216, 1, 1, 3.0214, 2, 0.8498, 3.0224,95,81,82,0.7368,0
 17, 1, 17, S1-15.jpg, 1, [181 10 240], purple, 1, 40, 1, 1, 0.5540, 4, 0.5899, 0.5550,103,31,76,0.7368,1
 17, 1, 18, S1-15.jpg, 1, [240 168 10], orange, NaN, 196, 1, 1, 2.7381, 2, 0.8342, 2.7388,103,41,76,0.7368,0
 17, 1, 19, S2-19.jpg, 2, [181 10 240], purple, 0, 55, 1, 0, 0.7572, 4, 2.3046, 0.7587,79,24,79,0.7433,1
 17, 1, 20, S1-15.jpg, 1, [240 168 10], orange, NaN, 250, 1, 1, 3.4912, 2, 0.7337, 3.4919,110,41,89,0.7368,0
 17, 1, 21, S1-15.jpg, 1, [181 10 240], purple, 1, 113, 1, 1, 1.6097, 3, 0.3160, 1.6106,82,29,94,0.7368,0
 17, 1, 22, S1-15.jpg, 1, [181 10 240], purple, 1, 124, 1, 1, 1.7600, 3, 0.6083, 1.7611,93,26,80,0.7368,0
 17, 1, 23, S2-19.jpg, 2, [181 10 240], purple, 0, 142, 1, 0, 2.0217, 3, 1.0198, 2.0228,136,74,93,0.7433,0
 17, 1, 24, S1-15.jpg, 1, [240 168 10], orange, NaN, 122, 2, 0, 1.7220, 2, 1.3657, 1.7231,82,53,85,0.7368,0
 17, 1, 25, S1-15.jpg, 1, [240 168 10], orange, NaN, 109, 1, 1, 1.5378, 2, 0.9055, 1.5386,86,87,102,0.7368,0
 17, 1, 26, S1-15.jpg, 1, [240 168 10], orange, NaN, 353, 1, 1, 4.9184, 2, 0.4094, 4.9192,76,49,83,0.7368,0
 17, 1, 27, S1-15.jpg, 1, [181 10 240], purple, 1, 94, 1, 1, 1.3120, 3, 0.4477, 1.3131,116,35,77,0.7368,0
 17, 1, 28, S1-15.jpg, 1, [181 10 240], purple, 1, 71, 1, 1, 1.0142, 4, 0.4410, 1.0157,80,57,82,0.7368,0
 17, 1, 29, S1-15.jpg, 1, [10 240 94], green, 0, 100, 2, 0, 1.3993, 2, 0.3992, 1.4003,99,61,85,0.7368,0
 17, 1, 30, S1-15.jpg, 1, [181 10 240], purple, 1, 229, 1, 1, 3.2099, 3, 1.7907, 3.2109,90,91,86,0.7368,0
 17, 1, 31, S2-19.jpg, 2, [181 10 240], purple, 0, 90, 1, 0, 1.2705, 2, 0.4533, 1.2714,128,44,95,0.7433,0
 17, 1, 32, S2-19.jpg, 2, [10 240 94], green, 1, 405, 2, 1, 5.7087, 2, 0.9599, 5.7101,78,143,99,0.7433,0
 17, 1, 33, S2-19.jpg, 2, [10 240 94], green, 1, 301, 1, 0, 4.2478, 2, 0.7704, 4.2488,95,24,83,0.7433,0
 17, 1, 34, S1-15.jpg, 1, [181 10 240], purple, 1, 72, 1, 1, 0.9895, 3, 0.3259, 0.9903,94,62,85,0.7368,0
