subID,block,trial,image,imageIdx,cueIdx,cue_string,congruent,response,accuracy,RT,cueDuration,learningRound
18,1,1, S3-12.jpg,1,1, purple,1,1,1,2.2261,1.5667,2
18,1,2, S3-12.jpg,1,1, purple,1,1,1,1.7599,1.3,2
18,1,3, S3-12.jpg,1,3, orange, NaN,1,1,2.0263,1.3833,2
18,1,4, S3-12.jpg,1,3, orange, NaN,1,1,1.7464,1.25,2
18,1,5, S4-20.jpg,2,3, orange, NaN,2,1,2.1597,1.55,2
18,1,6, S3-12.jpg,1,2, green,0,1,1,1.9731,1.25,2
18,1,7, S3-12.jpg,1,1, purple,1,1,1,2.4127,1.6167,2
18,1,8, S3-12.jpg,1,3, orange, NaN,1,1,2.053,1.35,2
18,1,9, S3-12.jpg,1,3, orange, NaN,1,1,1.6399,1.25,2
18,1,10, S4-20.jpg,2,3, orange, NaN,2,1,0.9986,1.4667,2
18,1,11, S3-12.jpg,1,2, green,0,2,0,1.7731,1.25,2
18,1,12, S3-12.jpg,1,3, orange, NaN,1,1,1.4765,1.5333,2
18,1,13, S4-20.jpg,2,1, purple,0,1,0,0.7122,1.4333,2
18,1,14, S3-12.jpg,1,1, purple,1,1,1,2.3061,1.6,2
18,1,15, S4-20.jpg,2,1, purple,0,2,1,1.9729,1.5167,2
18,1,16, S4-20.jpg,2,1, purple,0,2,1,2.0928,1.3667,2
18,1,17, S4-20.jpg,2,1, purple,0,2,1,2.2794,1.4167,2
18,1,18, S3-12.jpg,1,2, green,0,1,1,1.9063,1.25,2
18,1,19, S3-12.jpg,1,2, green,0,1,1,2.3461,1.4833,2
18,1,20, S4-20.jpg,2,2, green,1,2,1,1.9329,1.25,2
18,1,21, S3-12.jpg,1,2, green,0,1,1,2.0262,1.4,2
18,1,22, S4-20.jpg,2,3, orange, NaN,1,0,2.2662,1.5,2
18,1,23, S4-20.jpg,2,2, green,1,2,1,1.7063,1.2833,2
18,1,24, S4-20.jpg,2,3, orange, NaN,2,1,2.053,1.25,2
18,1,25, S3-12.jpg,1,2, green,0,1,1,1.9195,1.3333,2
18,1,26, S4-20.jpg,2,1, purple,0,1,0,3.9989,3.25,2
18,1,27, S4-20.jpg,2,2, green,1,2,1,2.3995,1.5833,2
18,1,28, S4-20.jpg,2,1, purple,0,2,1,1.9063,1.45,2
18,1,29, S4-20.jpg,2,2, green,1,2,1,1.5997,1.25,2
18,1,30, S4-20.jpg,2,3, orange, NaN,2,1,1.7464,1.3167,2
18,1,1, S3-12.jpg,1,1, purple,1,1,1,2.2395,1.5667,2
18,1,2, S3-12.jpg,1,1, purple,1,1,1,1.7864,1.3,2
18,1,3, S3-12.jpg,1,3, orange, NaN,1,1,2.2527,1.3833,2
18,1,4, S3-12.jpg,1,3, orange, NaN,1,1,1.7997,1.25,2
18,1,5, S4-20.jpg,2,3, orange, NaN,2,1,2.3331,1.55,2
18,1,6, S3-12.jpg,1,2, green,0,1,1,2.4928,1.25,2
18,1,7, S3-12.jpg,1,1, purple,1,1,1,2.9326,1.6167,2
18,1,8, S3-12.jpg,1,3, orange, NaN,1,1,1.8397,1.35,2
18,1,9, S3-12.jpg,1,3, orange, NaN,1,1,1.7063,1.25,2
18,1,10, S4-20.jpg,2,3, orange, NaN,2,1,1.973,1.4667,2
18,1,11, S3-12.jpg,1,2, green,0,1,1,1.7662,1.25,2
18,1,12, S3-12.jpg,1,3, orange, NaN,1,1,2.1329,1.5333,2
18,1,13, S4-20.jpg,2,1, purple,0,2,1,2.746,1.4333,2
18,1,14, S3-12.jpg,1,1, purple,1,1,1,2.3461,1.6,2
18,1,15, S4-20.jpg,2,1, purple,0,2,1,2.1729,1.5167,2
18,1,16, S4-20.jpg,2,1, purple,0,2,1,1.9063,1.3667,2
18,1,17, S4-20.jpg,2,1, purple,0,2,1,1.9934,1.4167,2
18,1,18, S3-12.jpg,1,2, green,0,1,1,1.9329,1.25,2
18,1,19, S3-12.jpg,1,2, green,0,1,1,2.1461,1.4833,2
18,1,20, S4-20.jpg,2,2, green,1,2,1,2.0529,1.25,2
18,1,21, S3-12.jpg,1,2, green,0,1,1,1.9864,1.4,2
18,1,22, S4-20.jpg,2,3, orange, NaN,1,0,1.973,1.5,2
18,1,23, S4-20.jpg,2,2, green,1,2,1,1.9331,1.2833,2
18,1,24, S4-20.jpg,2,3, orange, NaN,2,1,1.8797,1.25,2
18,1,25, S3-12.jpg,1,2, green,0,1,1,1.9729,1.3333,2
18,1,26, S4-20.jpg,2,1, purple,0,2,1,3.9251,3.25,2
18,1,27, S4-20.jpg,2,2, green,1,2,1,2.2396,1.5833,2
18,1,28, S4-20.jpg,2,1, purple,0,2,1,1.893,1.45,2
18,1,29, S4-20.jpg,2,2, green,1,2,1,1.653,1.25,2
18,1,30, S4-20.jpg,2,3, orange, NaN,2,1,1.813,1.3167,2
