subID,block,trial,image,imageIdx,cueIdx,cue_string,congruent,response,accuracy,RT, cueDuration,learningRound
 30, 1, 1, S4-20.jpg, 2, 2, red, 1, 2, 1, 2.3754, 1.3167, 1
 30, 1, 2, S3-12.jpg, 1, 1, blue, 1, 1, 1, 2.6885, 1.7667, 1
 30, 1, 3, S3-12.jpg, 1, 3, yellow, NaN, 1, 1, 2.2819, 1.5333, 1
 30, 1, 4, S3-12.jpg, 1, 1, blue, 1, 1, 1, 1.9055, 1.2500, 1
 30, 1, 5, S3-12.jpg, 1, 3, yellow, NaN, 1, 1, 1.5604, 1.3167, 1
 30, 1, 6, S4-20.jpg, 2, 3, yellow, NaN, 1, 0, 1.6234, 1.3833, 1
 30, 1, 7, S3-12.jpg, 1, 1, blue, 1, 1, 1, 2.3068, 1.5833, 1
 30, 1, 8, S3-12.jpg, 1, 1, blue, 1, 1, 1, 1.8444, 1.2833, 1
 30, 1, 9, S4-20.jpg, 2, 3, yellow, NaN, 2, 1, 1.8213, 1.2500, 1
 30, 1, 10, S4-20.jpg, 2, 3, yellow, NaN, 2, 1, 2.1872, 1.5000, 1
 30, 1, 11, S4-20.jpg, 2, 2, red, 1, 2, 1, 1.9868, 1.5500, 1
 30, 1, 12, S4-20.jpg, 2, 1, blue, 0, 2, 1, 2.1262, 1.4833, 1
 30, 1, 13, S4-20.jpg, 2, 2, red, 1, 2, 1, 1.9978, 1.5000, 1
 30, 1, 14, S4-20.jpg, 2, 1, blue, 0, 2, 1, 2.3272, 1.6500, 1
 30, 1, 15, S3-12.jpg, 1, 1, blue, 1, 1, 1, 1.8675, 1.4333, 1
 30, 1, 16, S4-20.jpg, 2, 2, red, 1, 2, 1, 2.1144, 1.3333, 1
 30, 1, 17, S4-20.jpg, 2, 3, yellow, NaN, 2, 1, 2.0803, 1.3833, 1
 30, 1, 18, S3-12.jpg, 1, 3, yellow, NaN, 1, 1, 2.0363, 1.3500, 1
 30, 1, 19, S4-20.jpg, 2, 2, red, 1, 2, 1, 2.3152, 1.5500, 1
 30, 1, 20, S4-20.jpg, 2, 2, red, 1, 2, 1, 2.2218, 1.2500, 1
 30, 1, 21, S3-12.jpg, 1, 1, blue, 1, 1, 1, 2.6124, 1.3333, 1
 30, 1, 22, S4-20.jpg, 2, 3, yellow, NaN, 2, 1, 2.0094, 1.4500, 1
 30, 1, 23, S3-12.jpg, 1, 2, red, 0, 1, 1, 2.0296, 1.3667, 1
 30, 1, 24, S3-12.jpg, 1, 3, yellow, NaN, 1, 1, 2.4081, 1.7167, 1
 30, 1, 25, S4-20.jpg, 2, 2, red, 1, 2, 1, 2.4321, 1.8667, 1
