subID,block,trial,targetImage,targetIdx,coherence,respFrame,response,accuracy,RT,flickerDuration
 23, 1, 1, S3-12.jpg, 1, 0.73, 159, 2, 0, 2.7728, 2.7740
 23, 1, 2, S3-12.jpg, 1, 0.53, 146, 2, 0, 2.5366, 2.5373
 23, 1, 3, S4-20.jpg, 2, 0.73, 206, 2, 1, 3.5750, 3.5758
 23, 1, 4, S4-20.jpg, 2, 0.53, 388, 2, 1, 6.6747, 6.6754
 23, 1, 5, S3-12.jpg, 1, 0.81, 90, 1, 1, 1.5609, 1.5618
 23, 1, 6, S4-20.jpg, 2, 0.50, NaN, NaN, 0, NaN, 9.3423
 23, 1, 7, S3-12.jpg, 1, 0.79, 109, 1, 1, 1.8752, 1.8762
 23, 1, 8, S4-20.jpg, 2, 0.58, 137, 2, 1, 2.3766, 2.3775
 23, 1, 9, S4-20.jpg, 2, 0.70, 94, 2, 1, 1.6270, 1.6279
 23, 1, 10, S3-12.jpg, 1, 0.61, 111, 1, 1, 1.9263, 1.9271
 23, 1, 11, S3-12.jpg, 1, 0.77, 83, 1, 1, 1.4274, 1.4282
 23, 1, 12, S3-12.jpg, 1, 0.59, 84, 1, 1, 1.4769, 1.4784
 23, 1, 13, S3-12.jpg, 1, 0.75, 119, 1, 1, 2.0407, 2.0414
 23, 1, 14, S4-20.jpg, 2, 0.56, 269, 1, 0, 4.6431, 4.6439
 23, 1, 15, S3-12.jpg, 1, 0.73, 135, 1, 1, 2.3270, 2.3277
 23, 1, 16, S4-20.jpg, 2, 0.62, 92, 2, 1, 1.6106, 1.6113
 23, 1, 17, S3-12.jpg, 1, 0.70, 111, 1, 1, 1.9272, 1.9280
 23, 1, 18, S4-20.jpg, 2, 0.60, 357, 1, 0, 6.1592, 6.1602
 23, 1, 19, S3-12.jpg, 1, 0.68, 176, 1, 1, 3.0759, 3.0769
 23, 1, 20, S4-20.jpg, 2, 0.64, 104, 2, 1, 1.8094, 1.8102
 23, 1, 21, S4-20.jpg, 2, 0.66, 223, 2, 1, 3.8435, 3.8449
 23, 1, 22, S4-20.jpg, 2, 0.63, 221, 2, 1, 3.8242, 3.8256
 23, 1, 23, S4-20.jpg, 2, 0.63, 190, 2, 1, 3.3248, 3.3255
 23, 1, 24, S4-20.jpg, 2, 0.61, 222, 2, 1, 3.8550, 3.8557
 23, 1, 25, S4-20.jpg, 2, 0.60, 259, 2, 1, 4.4735, 4.4744
 23, 1, 26, S4-20.jpg, 2, 0.60, 166, 2, 1, 2.8698, 2.8707
 23, 1, 27, S3-12.jpg, 1, 0.67, 210, 1, 1, 3.6359, 3.6372
 23, 1, 28, S4-20.jpg, 2, 0.59, 96, 2, 1, 1.6993, 1.7000
 23, 1, 29, S3-12.jpg, 1, 0.65, 295, 1, 1, 5.1089, 5.1104
 23, 1, 30, S4-20.jpg, 2, 0.57, 103, 2, 1, 1.8121, 1.8130
 23, 1, 31, S4-20.jpg, 2, 0.58, 113, 2, 1, 1.9707, 1.9715
 23, 1, 32, S4-20.jpg, 2, 0.56, 142, 2, 1, 2.4703, 2.4710
 23, 1, 33, S4-20.jpg, 2, 0.56, 117, 2, 1, 2.0372, 2.0381
 23, 1, 34, S4-20.jpg, 2, 0.55, 137, 1, 0, 2.3704, 2.3713
 23, 1, 35, S3-12.jpg, 1, 0.64, 145, 1, 1, 2.5177, 2.5185
 23, 1, 36, S3-12.jpg, 1, 0.57, 104, 1, 1, 1.8117, 1.8125
 23, 1, 37, S4-20.jpg, 2, 0.54, 164, 1, 0, 2.8449, 2.8457
 23, 1, 38, S3-12.jpg, 1, 0.55, 158, 1, 1, 2.7422, 2.7431
 23, 1, 39, S3-12.jpg, 1, 0.62, 118, 1, 1, 2.0434, 2.0443
 23, 1, 40, S4-20.jpg, 2, 0.58, 140, 1, 0, 2.4259, 2.4267
 23, 1, 41, S4-20.jpg, 2, 0.57, 165, 2, 1, 2.8769, 2.8778
 23, 1, 42, S3-12.jpg, 1, 0.53, 173, 2, 0, 3.0171, 3.0179
 23, 1, 43, S3-12.jpg, 1, 0.61, 138, 2, 0, 2.4013, 2.4022
 23, 1, 44, S4-20.jpg, 2, 0.61, 178, 2, 1, 3.1135, 3.1142
 23, 1, 45, S4-20.jpg, 2, 0.56, 241, 2, 1, 4.1934, 4.1941
 23, 1, 46, S4-20.jpg, 2, 0.59, 202, 2, 1, 3.5100, 3.5107
 23, 1, 47, S4-20.jpg, 2, 0.54, 170, 2, 1, 2.9616, 2.9630
 23, 1, 48, S3-12.jpg, 1, 0.58, 199, 1, 1, 3.4577, 3.4587
 23, 1, 49, S3-12.jpg, 1, 0.64, 84, 1, 1, 1.4681, 1.4689
 23, 1, 50, S3-12.jpg, 1, 0.56, 215, 1, 1, 3.7294, 3.7304
 23, 1, 51, S4-20.jpg, 2, 0.53, 297, 1, 0, 5.1482, 5.1491
 23, 1, 52, S4-20.jpg, 2, 0.58, 203, 1, 0, 3.4985, 3.4994
 23, 1, 53, S3-12.jpg, 1, 0.63, 320, 1, 1, 5.5581, 5.5589
 23, 1, 54, S3-12.jpg, 1, 0.54, 176, 2, 0, 3.0645, 3.0660
 23, 1, 55, S4-20.jpg, 2, 0.56, 299, 2, 1, 5.1745, 5.1752
 23, 1, 56, S4-20.jpg, 2, 0.61, 266, 2, 1, 4.6232, 4.6239
 23, 1, 57, S3-12.jpg, 1, 0.61, 244, 1, 1, 4.2543, 4.2550
 23, 1, 58, S3-12.jpg, 1, 0.58, 154, 1, 1, 2.6769, 2.6776
 23, 1, 59, S3-12.jpg, 1, 0.60, 119, 1, 1, 2.0774, 2.0783
 23, 1, 60, S3-12.jpg, 1, 0.57, 258, 1, 1, 4.4747, 4.4757
 23, 1, 61, S4-20.jpg, 2, 0.54, 431, 2, 1, 7.4115, 7.4124
 23, 1, 62, S3-12.jpg, 1, 0.55, 445, 1, 1, 7.7116, 7.7125
 23, 1, 63, S4-20.jpg, 2, 0.53, 157, 2, 1, 2.7291, 2.7301
 23, 1, 64, S4-20.jpg, 2, 0.60, 428, 2, 1, 7.3924, 7.3938
 23, 1, 65, S3-12.jpg, 1, 0.59, 324, 2, 0, 5.6086, 5.6095
 23, 1, 66, S4-20.jpg, 2, 0.59, 119, 2, 1, 2.0840, 2.0848
 23, 1, 67, S3-12.jpg, 1, 0.62, 107, 2, 0, 1.8529, 1.8535
 23, 1, 68, S4-20.jpg, 2, 0.58, 134, 2, 1, 2.3390, 2.3399
 23, 1, 69, S3-12.jpg, 1, 0.64, 170, 2, 0, 2.9342, 2.9351
 23, 1, 70, S4-20.jpg, 2, 0.57, 136, 2, 1, 2.3639, 2.3647
 23, 1, 71, S4-20.jpg, 2, 0.52, 261, 2, 1, 4.5310, 4.5317
 23, 1, 72, S3-12.jpg, 1, 0.54, 448, 2, 0, 7.7563, 7.7572
 23, 1, 73, S4-20.jpg, 2, 0.52, 481, 2, 1, 8.3330, 8.3339
 23, 1, 74, S4-20.jpg, 2, 0.56, 245, 2, 1, 4.2413, 4.2423
 23, 1, 75, S3-12.jpg, 1, 0.66, 98, 1, 1, 1.7127, 1.7134
 23, 1, 76, S4-20.jpg, 2, 0.55, 219, 1, 0, 3.7900, 3.7909
 23, 1, 77, S3-12.jpg, 1, 0.65, 69, 1, 1, 1.2138, 1.2146
