subID,model,loss,condition,sample_size,n_params,noise1_cong_fitted,noise1_cong_min,noise1_cong_max,noise1_neut_fitted,noise1_neut_min,noise1_neut_max,signal1_cong_fitted,signal1_cong_min,signal1_cong_max,signal1_incong_fitted,signal1_incong_min,signal1_incong_max,signal1_neut_fitted,signal1_neut_min,signal1_neut_max,noise2_cong_fitted,noise2_cong_min,noise2_cong_max,noise2_incong_fitted,noise2_incong_min,noise2_incong_max,noise2_neut_fitted,noise2_neut_min,noise2_neut_max,signal2_cong_fitted,signal2_cong_min,signal2_cong_max,signal2_incong_fitted,signal2_incong_min,signal2_incong_max,signal2_neut_fitted,signal2_neut_min,signal2_neut_max,B_fitted,B_min,B_max
63,unknown_model,847.8774268455078,condition_65cue,356,12,1.4403882307383815,0.0,10.0,0.0,0.0,10.0,5.346125955846547,0.0,10.0,0.9922548227465874,0.0,10.0,5.551022484303302,0.0,10.0,0.3096779963433177,0.0,10.0,3.6361944267052686,0.0,10.0,1.9864485379442782,0.0,10.0,5.992405260163395,0.0,10.0,5.721179315072097,0.0,10.0,5.81624147952103,0.0,10.0,10.427517708762473,0.5,12.0
64,unknown_model,872.1843194182567,condition_65cue,375,12,0.4769085748160229,0.0,10.0,1.0063332153096805,0.0,10.0,4.127223359478167,0.0,10.0,4.07434567007532,0.0,10.0,3.421196288385795,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,7.60325096082143,0.0,10.0,5.2306067107109975,0.0,10.0,7.672974785485944,0.0,10.0,4.433812965937692,0.5,12.0
65,unknown_model,623.3378477536851,condition_65cue,378,12,0.8390653902576805,0.0,10.0,0.5061923751281784,0.0,10.0,6.980154858374033,0.0,10.0,5.03197575638674,0.0,10.0,7.360242534589886,0.0,10.0,7.5584340617233465,0.0,10.0,7.953132212490777,0.0,10.0,3.1625718220917785,0.0,10.0,10.0,0.0,10.0,10.0,0.0,10.0,9.641431204382764,0.0,10.0,6.41886756441241,0.5,12.0
66,unknown_model,945.318471032993,condition_65cue,378,12,2.0889288843927556,0.0,10.0,2.132797981188117,0.0,10.0,0.0,0.0,10.0,0.26943980308995413,0.0,10.0,0.7386231677494236,0.0,10.0,0.0,0.0,10.0,0.7002417511418056,0.0,10.0,0.5048883687907603,0.0,10.0,6.189320307361506,0.0,10.0,5.645290829752791,0.0,10.0,5.600184686701953,0.0,10.0,3.790862167279258,0.5,12.0
67,unknown_model,933.04895201717,condition_65cue,342,12,1.034030826855354,0.0,10.0,0.3246474314558059,0.0,10.0,3.5552618328102543,0.0,10.0,0.0,0.0,10.0,4.638497367541078,0.0,10.0,0.0,0.0,10.0,1.426420762312954,0.0,10.0,0.0,0.0,10.0,4.488383859671011,0.0,10.0,6.463703439503843,0.0,10.0,4.348552829113132,0.0,10.0,7.1976598719128635,0.5,12.0
68,unknown_model,746.8530140311817,condition_65cue,377,12,0.8432596980861162,0.0,10.0,0.0,0.0,10.0,1.1083061340785656,0.0,10.0,0.9682795524576312,0.0,10.0,0.6305812498056108,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,4.957098911217518,0.0,10.0,5.302724771556709,0.0,10.0,4.996614906027392,0.0,10.0,2.6519574223954283,0.5,12.0
69,unknown_model,488.80160891367336,condition_65cue,378,12,0.0,0.0,10.0,0.0,0.0,10.0,0.113112179530127,0.0,10.0,0.3605124723481936,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,4.704896535341957,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.6193053887815141,0.0,10.0,0.9876470437797886,0.5,12.0
70,unknown_model,706.3335217291334,condition_65cue,378,12,0.0,0.0,10.0,0.039588038311908755,0.0,10.0,0.35408515300574706,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.06970901211491023,0.0,10.0,0.0,0.0,10.0,0.5032349536507543,0.0,10.0,0.1573652970543865,0.0,10.0,0.18642974403152696,0.0,10.0,0.3781576531644522,0.0,10.0,1.0694755661018114,0.5,12.0
71,unknown_model,769.1319034589717,condition_65cue,376,12,0.7552412912806927,0.0,10.0,0.9846550380618627,0.0,10.0,2.6898297011045313,0.0,10.0,0.4958139404846508,0.0,10.0,2.4361163681730655,0.0,10.0,0.0,0.0,10.0,3.4574055888965995,0.0,10.0,0.0,0.0,10.0,6.637394514928598,0.0,10.0,6.653170641322675,0.0,10.0,6.5219180978575535,0.0,10.0,4.142709909925033,0.5,12.0
72,unknown_model,909.8842799419817,condition_65cue,378,12,1.8256966479378554,0.0,10.0,2.1022833860566035,0.0,10.0,2.750626103435474,0.0,10.0,2.507011204965767,0.0,10.0,2.098236229582118,0.0,10.0,1.7255485882830437,0.0,10.0,1.5007198363668544,0.0,10.0,0.5743722033478617,0.0,10.0,7.632635376896976,0.0,10.0,6.399997812816098,0.0,10.0,7.831274495321563,0.0,10.0,4.864152573680165,0.5,12.0
73,unknown_model,717.1432915024437,condition_65cue,378,12,1.2634245208964823,0.0,10.0,0.664369460842051,0.0,10.0,4.517121167093183,0.0,10.0,4.960772964123279,0.0,10.0,5.110520514831768,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,8.440245413070322,0.0,10.0,8.153414345178712,0.0,10.0,8.110541601227283,0.0,10.0,5.338938424522552,0.5,12.0
75,unknown_model,942.9013614540078,condition_65cue,340,12,2.0956309105376163,0.0,10.0,0.046361221061517084,0.0,10.0,4.114136262520051,0.0,10.0,3.780491459327163,0.0,10.0,5.977148878905236,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,4.629470446919897,0.0,10.0,4.63783666010919,0.0,10.0,5.520934346662942,0.0,10.0,7.492359271155866,0.5,12.0
76,unknown_model,1133.3865404073274,condition_65cue,373,12,5.532594150641779,0.0,10.0,2.905485962972731,0.0,10.0,4.560895024763067,0.0,10.0,3.972051582092924,0.0,10.0,5.642240697952041,0.0,10.0,0.0,0.0,10.0,2.573830895155749,0.0,10.0,2.9198441258522148,0.0,10.0,5.436377496048444,0.0,10.0,4.628247259538008,0.0,10.0,5.1355343967676035,0.0,10.0,11.712738008569179,0.5,12.0
77,unknown_model,742.3054722874172,condition_65cue,377,12,3.0339765771708405,0.0,10.0,2.604918443468052,0.0,10.0,2.6328125824342132,0.0,10.0,2.040490562573513,0.0,10.0,3.1457225467567693,0.0,10.0,0.0,0.0,10.0,1.0592407400310015,0.0,10.0,0.0,0.0,10.0,7.9285738277842075,0.0,10.0,6.579254092703549,0.0,10.0,7.799881742276696,0.0,10.0,5.86204227495278,0.5,12.0
