subID,block,trial,image,actualResponse,correctResponse,accuracy,RT
 11, 1, 1, S1-15.jpg, NaN, 1, 0, NaN, 
 11, 1, 2, S2-19.jpg, NaN, 2, 0, NaN, 
 11, 1, 3, S1-15.jpg, NaN, 1, 0, NaN, 
 11, 1, 4, S2-19.jpg, NaN, 2, 0, NaN, 
 11, 1, 5, S1-15.jpg, NaN, 1, 0, NaN, 
 11, 1, 6, S1-15.jpg, NaN, 1, 0, NaN, 
 11, 1, 7, S2-19.jpg, NaN, 2, 0, NaN, 
 11, 1, 8, S2-19.jpg, NaN, 2, 0, NaN, 
 11, 1, 9, S1-15.jpg, NaN, 1, 0, NaN, 
 11, 1, 10, S2-19.jpg, NaN, 2, 0, NaN, 
