subID,block,trial,targetImage,targetIdx,coherence,respFrame,response,accuracy,RT,flickerDuration
 101, 1, 1, S4-20.jpg, 2, 0.63, 288, 2, 1, 3.8583, 3.8600
 101, 1, 2, S3-12.jpg, 1, 0.53, 281, 2, 0, 3.7435, 3.7450
 101, 1, 3, S4-20.jpg, 2, 0.60, 337, 2, 1, 4.4930, 4.4940
 101, 1, 4, S4-20.jpg, 2, 0.53, 383, 2, 1, 5.1110, 5.1120
 101, 1, 5, S4-20.jpg, 2, 0.56, 392, 1, 0, 5.2316, 5.2327
 101, 1, 6, S3-12.jpg, 1, 0.61, NaN, NaN, 0, NaN, 7.2055
 101, 1, 7, S4-20.jpg, 2, 0.64, 225, 2, 1, 3.0326, 3.0335
 101, 1, 8, S4-20.jpg, 2, 0.50, 315, 1, 0, 4.2061, 4.2075
 101, 1, 9, S4-20.jpg, 2, 0.61, 431, 1, 0, 5.7490, 5.7499
 101, 1, 10, S3-12.jpg, 1, 0.66, 201, 2, 0, 2.6860, 2.6871
 101, 1, 11, S3-12.jpg, 1, 0.63, NaN, NaN, 0, NaN, 7.2058
 101, 1, 12, S3-12.jpg, 1, 0.69, 278, 2, 0, 3.7380, 3.7388
 101, 1, 13, S3-12.jpg, 1, 0.71, 319, 1, 1, 4.2731, 4.2739
 101, 1, 14, S4-20.jpg, 2, 0.58, 286, 1, 0, 3.8196, 3.8206
 101, 1, 15, S4-20.jpg, 2, 0.68, 338, 2, 1, 4.5121, 4.5130
 101, 1, 16, S3-12.jpg, 1, 0.70, 192, 1, 1, 2.5624, 2.5634
 101, 1, 17, S3-12.jpg, 1, 0.69, 365, 1, 1, 4.8671, 4.8686
 101, 1, 18, S3-12.jpg, 1, 0.70, 298, 1, 1, 3.9778, 3.9788
 101, 1, 19, S3-12.jpg, 1, 0.67, 375, 2, 0, 5.0182, 5.0192
 101, 1, 20, S4-20.jpg, 2, 0.64, 312, 1, 0, 4.1659, 4.1669
 101, 1, 21, S4-20.jpg, 2, 0.66, 420, 1, 0, 5.6051, 5.6061
 101, 1, 22, S4-20.jpg, 2, 0.67, 306, 1, 0, 4.0987, 4.0995
 101, 1, 23, S4-20.jpg, 2, 0.71, 206, 1, 0, 2.7537, 2.7547
 101, 1, 24, S3-12.jpg, 1, 0.69, 267, 1, 1, 3.5786, 3.5795
 101, 1, 25, S4-20.jpg, 2, 0.75, 344, 2, 1, 4.5927, 4.5937
 101, 1, 26, S3-12.jpg, 1, 0.69, 295, 2, 0, 3.9520, 3.9528
 101, 1, 27, S3-12.jpg, 1, 0.72, 374, 2, 0, 4.9927, 4.9937
 101, 1, 28, S3-12.jpg, 1, 0.70, 273, 2, 0, 3.6591, 3.6599
 101, 1, 29, S3-12.jpg, 1, 0.76, 371, 2, 0, 4.9524, 4.9531
 101, 1, 30, S4-20.jpg, 2, 0.69, 283, 2, 1, 3.8062, 3.8069
 101, 1, 31, S4-20.jpg, 2, 0.74, 312, 1, 0, 4.1662, 4.1670
 101, 1, 32, S4-20.jpg, 2, 0.69, 271, 2, 1, 3.6200, 3.6214
