subID,block,trial,targetImg,targetIdx,cue_rgb,cue_string,congruent,respFrame,response,accuracy,RT,confResp,confRT,flickerDuration,noise1frames,signal1frames,noise2frames,coherence,catch_trial
 101, 1, 1, S3-12.jpg, 1, [240 168 10], orange, 1, 294, 2, 0, 4.2056, 3, 1.5447, 4.2094,94,53,78,0.7703,0
 101, 1, 2, S3-12.jpg, 1, [181 10 240], purple, 0, 89, 1, 1, 1.3278, 2, 0.7437, 1.3287,87,60,80,0.7703,0
 101, 1, 3, S3-12.jpg, 1, [181 10 240], purple, 0, 87, 1, 1, 1.2364, 4, 0.7878, 1.2372,81,39,79,0.7703,0
 101, 1, 4, S3-12.jpg, 1, [240 168 10], orange, 1, 171, 2, 0, 2.4508, 3, 0.4797, 2.4516,82,32,77,0.7703,0
 101, 1, 5, S3-12.jpg, 1, [181 10 240], purple, 0, 185, 1, 1, 2.7020, 2, 0.9325, 2.7029,84,49,79,0.7703,0
 101, 1, 6, S3-12.jpg, 1, [181 10 240], purple, 0, 173, 1, 1, 2.5303, 2, 0.1023, 2.5317,119,41,78,0.7703,0
 101, 1, 7, S3-12.jpg, 1, [240 168 10], orange, 1, 208, 1, 1, 2.9984, 2, 0.3090, 2.9992,80,54,81,0.7703,0
 101, 1, 8, S3-12.jpg, 1, [10 240 94], green, NaN, 93, 2, 0, 1.3364, 3, 0.4969, 1.3374,76,57,78,0.7703,0
 101, 1, 9, S3-12.jpg, 1, [181 10 240], purple, 0, 268, 1, 1, 3.8610, 4, 0.6240, 3.8619,87,25,75,0.7703,0
 101, 1, 10, S3-12.jpg, 1, [181 10 240], purple, 0, 227, 2, 0, 3.2769, 2, 0.3879, 3.2780,97,34,84,0.7703,0
 101, 1, 11, S3-12.jpg, 1, [240 168 10], orange, 1, 226, 1, 1, 3.2821, 3, 0.2725, 3.2830,80,63,77,0.7703,0
 101, 1, 12, S3-12.jpg, 1, [181 10 240], purple, 0, 244, 1, 1, 3.5188, 2, 0.3674, 3.5198,108,30,131,0.7703,0
 101, 1, 13, S4-20.jpg, 2, [10 240 94], green, NaN, 165, 2, 1, 2.3582, 4, 0.1802, 2.3596,84,42,107,0.7631,1
 101, 1, 14, S3-12.jpg, 1, [181 10 240], purple, 0, 295, 2, 0, 4.2289, 2, 0.6222, 4.2299,79,35,92,0.7703,0
 101, 1, 15, S3-12.jpg, 1, [181 10 240], purple, 0, 191, 1, 1, 2.7567, 3, 0.4473, 2.7577,79,56,125,0.7703,0
 101, 1, 16, S3-12.jpg, 1, [181 10 240], purple, 0, 248, 1, 1, 3.5937, 2, 0.2390, 3.5952,82,28,84,0.7703,0
 101, 1, 17, S3-12.jpg, 1, [10 240 94], green, NaN, 290, 2, 0, 4.1401, 4, 0.2273, 4.1410,86,36,82,0.7703,0
 101, 1, 18, S3-12.jpg, 1, [240 168 10], orange, 1, 283, 1, 1, 4.0380, 3, 0.4960, 4.0389,79,75,83,0.7703,0
 101, 1, 19, S3-12.jpg, 1, [240 168 10], orange, 1, 204, 1, 1, 3.0149, 4, 0.1801, 3.0156,100,26,104,0.7703,0
 101, 1, 20, S3-12.jpg, 1, [10 240 94], green, NaN, 317, 2, 0, 4.5304, 4, 0.0086, 4.5319,80,36,96,0.7703,0
 101, 1, 21, S3-12.jpg, 1, [181 10 240], purple, 0, 257, 2, 0, 3.6853, 2, 0.2132, 3.6863,120,38,121,0.7703,0
 101, 1, 22, S3-12.jpg, 1, [181 10 240], purple, 0, 174, 2, 0, 2.5498, 3, 0.2278, 2.5508,84,36,80,0.7703,1
 101, 1, 23, S3-12.jpg, 1, [240 168 10], orange, 1, 218, 1, 1, 3.1344, 3, 0.1153, 3.1354,92,30,75,0.7703,0
 101, 1, 24, S3-12.jpg, 1, [181 10 240], purple, 0, 268, 1, 1, 3.8245, 2, 0.4207, 3.8254,77,82,80,0.7703,0
 101, 1, 25, S3-12.jpg, 1, [240 168 10], orange, 1, 266, 1, 1, 3.8462, 2, 0.3059, 3.8471,83,34,87,0.7703,0
 101, 1, 26, S3-12.jpg, 1, [10 240 94], green, NaN, 239, 2, 0, 3.4575, 3, 0.4036, 3.4583,122,23,108,0.7703,0
 101, 1, 27, S3-12.jpg, 1, [240 168 10], orange, 1, 293, 2, 0, 4.1813, 3, 0.3359, 4.1822,78,27,80,0.7703,0
 101, 1, 28, S3-12.jpg, 1, [181 10 240], purple, 0, 335, 2, 0, 4.8202, 3, 0.6900, 4.8215,88,39,88,0.7703,0
 101, 1, 29, S3-12.jpg, 1, [10 240 94], green, NaN, 365, 2, 0, 5.2220, 4, 0.4421, 5.2227,119,32,86,0.7703,0
 101, 1, 30, S3-12.jpg, 1, [10 240 94], green, NaN, 272, 2, 0, 3.9111, 4, 0.2841, 3.9120,90,45,135,0.7703,0
 101, 1, 31, S3-12.jpg, 1, [240 168 10], orange, 1, 243, 1, 1, 3.4868, 3, 0.5364, 3.4878,91,25,82,0.7703,0
