subID,cue,coherence,threshold,congruent,noise1Frames,signal1Frames,noise2Frames,signal2Frames,RT,rawChoice,forcedChoice
5,0.5,0.52,10,0,101,42,92,397,357,1,1
5,0.5,0.52,10,0,82,35,75,440,632,NaN,1
5,0.5,0.52,10,0,84,51,75,422,459,1,1
5,0.5,0.52,10,0,99,50,77,406,632,NaN,0
5,0.5,0.52,10,0,75,40,75,442,632,NaN,0
5,0.5,0.52,10,0,75,49,103,405,299,0,0
5,0.5,0.52,10,0,104,45,78,405,419,1,1
5,0.5,0.52,10,0,78,23,90,441,632,NaN,1
5,0.5,0.52,10,0,85,23,79,445,325,1,1
5,0.5,0.52,10,0,97,34,101,400,283,0,0
5,0.5,0.52,10,0,270,28,75,259,632,NaN,1
5,0.5,0.52,10,0,90,23,94,425,303,0,0
5,0.5,0.52,10,0,78,48,84,422,231,1,1
5,0.5,0.52,10,0,75,33,95,429,457,1,1
5,0.5,0.52,10,0,77,46,102,407,325,0,0
5,0.5,0.52,10,0,106,55,97,374,632,NaN,1
5,0.5,0.52,10,0,107,218,85,222,632,NaN,0
5,0.5,0.52,10,0,89,25,83,435,491,1,1
5,0.5,0.52,10,0,86,24,81,441,632,NaN,1
5,0.5,0.52,10,0,83,38,87,424,299,1,1
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
5,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,1,100,25,85,422,345,0,0
6,0.5,0.52,10,1,90,44,99,399,632,NaN,1
6,0.5,0.52,10,1,81,33,90,428,529,1,1
6,0.5,0.52,10,1,75,23,83,451,632,NaN,1
6,0.5,0.52,10,1,98,24,105,405,632,NaN,1
6,0.5,0.52,10,1,92,23,79,438,375,1,1
6,0.5,0.52,10,1,83,53,88,408,632,NaN,0
6,0.5,0.52,10,1,97,54,97,384,397,1,1
6,0.5,0.52,10,1,85,37,78,432,451,0,0
6,0.5,0.52,10,1,89,28,77,438,359,1,1
6,0.5,0.52,10,1,78,31,102,421,543,1,1
6,0.5,0.52,10,1,106,48,104,374,355,1,1
6,0.5,0.52,10,1,75,42,87,428,632,NaN,0
6,0.5,0.52,10,1,101,32,92,407,353,1,1
6,0.5,0.52,10,1,78,36,75,443,433,1,1
6,0.5,0.52,10,1,75,27,101,429,325,1,1
6,0.5,0.52,10,1,82,29,95,426,609,1,1
6,0.5,0.52,10,1,81,41,75,435,632,NaN,0
6,0.5,0.52,10,1,75,31,81,445,291,1,1
6,0.5,0.52,10,1,94,218,81,239,231,1,1
6,0.5,0.52,10,1,75,47,77,433,307,1,1
6,0.5,0.52,10,1,80,23,82,447,277,1,1
6,0.5,0.52,10,1,77,28,80,447,307,0,0
6,0.5,0.52,10,1,83,30,98,421,632,NaN,0
6,0.5,0.52,10,1,95,29,75,433,269,1,1
6,0.5,0.52,10,0,105,26,76,425,261,0,0
6,0.5,0.52,10,0,93,23,83,433,311,0,0
6,0.5,0.52,10,0,86,30,75,441,259,1,1
6,0.5,0.52,10,0,84,25,84,439,457,1,1
6,0.5,0.52,10,0,88,27,75,442,273,0,0
6,0.5,0.52,10,0,99,45,106,382,559,1,1
6,0.5,0.52,10,0,107,32,84,409,285,1,1
6,0.5,0.52,10,0,270,50,75,237,632,NaN,1
6,0.5,0.52,10,0,102,46,78,406,573,1,1
6,0.5,0.52,10,0,84,49,100,399,133,1,1
6,0.5,0.52,10,0,104,34,107,387,632,NaN,0
6,0.5,0.52,10,0,79,26,270,257,632,NaN,0
6,0.5,0.52,10,0,96,23,80,433,277,1,1
6,0.5,0.52,10,0,103,38,103,388,267,1,1
6,0.5,0.52,10,0,75,43,89,425,253,1,1
6,0.5,0.52,10,0,79,23,82,448,321,1,1
6,0.5,0.52,10,0,80,55,75,422,571,1,1
6,0.5,0.52,10,0,76,35,79,442,373,1,1
6,0.5,0.52,10,0,85,52,86,409,353,0,0
6,0.5,0.52,10,0,77,23,75,457,223,1,1
6,0.5,0.52,10,0,91,40,96,405,632,NaN,1
6,0.5,0.52,10,0,87,23,94,428,583,0,0
6,0.5,0.52,10,0,82,51,85,414,601,1,1
6,0.5,0.52,10,0,75,33,93,431,391,1,1
6,0.5,0.52,10,0,75,39,91,427,237,1,1
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
6,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,1,93,43,81,415,365,1,1
7,0.5,0.52,10,1,106,26,80,420,365,1,1
7,0.5,0.52,10,1,82,29,105,416,632,NaN,1
7,0.5,0.52,10,1,102,52,84,394,379,1,1
7,0.5,0.52,10,1,80,27,75,450,317,0,0
7,0.5,0.52,10,1,81,34,86,431,233,1,1
7,0.5,0.52,10,1,101,30,75,426,407,1,1
7,0.5,0.52,10,1,78,40,75,439,437,1,1
7,0.5,0.52,10,1,105,23,83,421,632,NaN,0
7,0.5,0.52,10,1,98,53,75,406,347,0,0
7,0.5,0.52,10,1,75,41,87,429,443,1,1
7,0.5,0.52,10,1,77,46,104,405,299,1,1
7,0.5,0.52,10,1,75,33,96,428,301,0,0
7,0.5,0.52,10,1,88,32,101,411,579,0,0
7,0.5,0.52,10,1,91,31,84,426,433,1,1
7,0.5,0.52,10,1,270,28,75,259,632,NaN,1
7,0.5,0.52,10,1,79,50,79,424,409,1,1
7,0.5,0.52,10,1,89,25,75,443,357,1,1
7,0.5,0.52,10,1,75,23,99,435,391,0,0
7,0.5,0.52,10,1,85,45,106,396,421,0,0
7,0.5,0.52,10,1,90,218,77,247,169,1,1
7,0.5,0.52,10,1,83,48,85,416,339,1,1
7,0.5,0.52,10,1,80,44,83,425,407,1,1
7,0.5,0.52,10,1,97,23,103,409,487,1,1
7,0.5,0.52,10,1,107,29,88,408,299,0,0
7,0.5,0.52,10,0,100,37,81,414,181,0,0
7,0.5,0.52,10,0,84,49,82,417,145,1,1
7,0.5,0.52,10,0,75,26,90,441,277,1,1
7,0.5,0.52,10,0,86,32,94,420,225,0,0
7,0.5,0.52,10,0,76,55,77,424,632,NaN,1
7,0.5,0.52,10,0,82,36,75,439,605,1,1
7,0.5,0.52,10,0,75,35,89,433,445,1,1
7,0.5,0.52,10,0,96,47,98,391,143,1,1
7,0.5,0.52,10,0,85,39,78,430,133,1,1
7,0.5,0.52,10,0,104,23,93,412,632,NaN,1
7,0.5,0.52,10,0,75,38,91,428,632,NaN,1
7,0.5,0.52,10,0,84,31,76,441,632,NaN,1
7,0.5,0.52,10,0,94,51,92,395,427,0,0
7,0.5,0.52,10,0,95,30,79,428,632,NaN,1
7,0.5,0.52,10,0,87,23,270,252,265,1,1
7,0.5,0.52,10,0,92,33,78,429,632,NaN,0
7,0.5,0.52,10,0,99,42,82,409,339,1,1
7,0.5,0.52,10,0,83,28,102,419,367,1,1
7,0.5,0.52,10,0,79,27,107,419,397,1,1
7,0.5,0.52,10,0,81,24,85,442,463,0,0
7,0.5,0.52,10,0,75,54,80,423,117,0,0
7,0.5,0.52,10,0,78,23,95,436,237,1,1
7,0.5,0.52,10,0,75,23,100,434,269,1,1
7,0.5,0.52,10,0,77,25,75,455,531,1,1
7,0.5,0.52,10,0,103,23,97,409,251,0,0
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
7,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,1,75,53,95,409,531,1,1
8,0.5,0.52,10,1,84,48,94,406,421,1,1
8,0.5,0.52,10,1,88,52,82,410,632,NaN,0
8,0.5,0.52,10,1,104,45,77,406,375,0,0
8,0.5,0.52,10,1,91,23,85,433,585,1,1
8,0.5,0.52,10,1,78,32,75,447,632,NaN,0
8,0.5,0.52,10,1,84,26,102,420,385,1,1
8,0.5,0.52,10,1,85,26,76,445,259,1,1
8,0.5,0.52,10,1,75,25,105,427,209,1,1
8,0.5,0.52,10,1,81,37,75,439,111,0,0
8,0.5,0.52,10,1,82,55,86,409,277,1,1
8,0.5,0.52,10,1,85,23,81,443,511,1,1
8,0.5,0.52,10,1,86,28,83,435,397,0,0
8,0.5,0.52,10,1,90,41,80,421,359,0,0
8,0.5,0.52,10,1,100,51,83,398,145,0,0
8,0.5,0.52,10,1,98,30,79,425,361,1,1
8,0.5,0.52,10,1,89,47,75,421,555,1,1
8,0.5,0.52,10,1,78,23,75,456,632,NaN,1
8,0.5,0.52,10,1,106,27,75,424,313,0,0
8,0.5,0.52,10,1,93,39,87,413,632,NaN,0
8,0.5,0.52,10,1,102,43,92,395,251,1,1
8,0.5,0.52,10,1,76,23,89,444,385,0,0
8,0.5,0.52,10,1,81,29,101,421,381,0,0
8,0.5,0.52,10,1,270,33,75,254,399,0,0
8,0.5,0.52,10,1,75,35,75,447,632,NaN,1
8,0.5,0.52,10,0,105,32,81,414,265,1,1
8,0.5,0.52,10,0,103,218,99,212,193,1,1
8,0.5,0.52,10,0,97,24,93,418,307,1,1
8,0.5,0.52,10,0,79,50,79,424,632,NaN,1
8,0.5,0.52,10,0,75,28,106,423,293,1,1
8,0.5,0.52,10,0,99,42,77,414,487,1,1
8,0.5,0.52,10,0,94,31,96,411,427,1,1
8,0.5,0.52,10,0,75,40,78,439,339,1,1
8,0.5,0.52,10,0,101,49,85,397,632,NaN,1
8,0.5,0.52,10,0,96,23,80,433,221,0,0
8,0.5,0.52,10,0,83,27,75,447,327,1,1
8,0.5,0.52,10,0,75,54,270,233,313,1,1
8,0.5,0.52,10,0,83,38,84,427,505,0,0
8,0.5,0.52,10,0,80,36,104,412,632,NaN,0
8,0.5,0.52,10,0,77,31,82,442,632,NaN,0
8,0.5,0.52,10,0,80,25,91,436,429,1,1
8,0.5,0.52,10,0,107,23,84,418,313,1,1
8,0.5,0.52,10,0,82,44,97,409,241,1,1
8,0.5,0.52,10,0,92,23,98,419,303,1,1
8,0.5,0.52,10,0,75,33,103,421,231,0,0
8,0.5,0.52,10,0,87,34,100,411,247,1,1
8,0.5,0.52,10,0,75,46,78,433,632,NaN,0
8,0.5,0.52,10,0,95,30,88,419,577,1,1
8,0.5,0.52,10,0,77,29,107,419,632,NaN,0
8,0.5,0.52,10,0,79,23,90,440,561,1,1
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
8,0.5,0.52,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
9,0.5,0.52,10,1,79,23,84,446,632,NaN,1
9,0.5,0.52,10,1,98,30,84,420,632,NaN,0
9,0.5,0.52,10,1,77,23,93,439,207,0,0
9,0.5,0.52,10,1,102,29,78,423,632,NaN,1
9,0.5,0.52,10,1,79,27,77,449,632,NaN,0
9,0.5,0.52,10,1,82,41,75,434,632,NaN,1
9,0.5,0.52,10,1,104,38,80,410,249,0,0
9,0.5,0.52,10,1,84,25,105,418,383,1,1
9,0.5,0.52,10,1,80,23,87,442,193,1,1
9,0.5,0.52,10,1,90,46,99,397,419,1,1
