subID,block,trial,image,actualResponse,correctResponse,accuracy,RT
 0, 1, 1, S1-15.jpg, 1, 1, 1, 0.56
 0, 1, 2, S1-15.jpg, 1, 1, 1, 0.57
 0, 1, 3, S2-19.jpg, 2, 2, 1, 1.12
 0, 1, 4, S1-15.jpg, 1, 1, 1, 0.60
 0, 1, 5, S2-19.jpg, 2, 2, 1, 0.61
 0, 1, 6, S2-19.jpg, 2, 2, 1, 0.70
 0, 1, 7, S1-15.jpg, 1, 1, 1, 0.59
 0, 1, 8, S2-19.jpg, 2, 2, 1, 0.59
 0, 1, 9, S2-19.jpg, 2, 2, 1, 0.55
 0, 1, 10, S1-15.jpg, 1, 1, 1, 0.51
