subID,model,loss,condition,sample_size,n_params,B_fitted,B_min,B_max,bias_fitted,bias_min,bias_max,bias50_fitted,bias50_min,bias50_max,nondectime_fitted,nondectime_min,nondectime_max
60,startPoint_freeNDT,724.8630711153135,condition_65cue,414,4,1.1359128795412632,0.5,15.0,0.12733162637363382,0.0,1.0,0.0678095971864019,0.0,1.0,0.18581256352884057,0.01,1.5
61,startPoint_freeNDT,687.2443356488544,condition_65cue,413,4,1.0141361055940812,0.5,15.0,0.02059971354678164,0.0,1.0,0.005470643317222912,0.0,1.0,1.3993023545577383,0.01,1.5
62,startPoint_freeNDT,687.510304171527,condition_65cue,417,4,1.0706687292415538,0.5,15.0,0.14973589906470886,0.0,1.0,0.25691405362667685,0.0,1.0,1.069598705372199,0.01,1.5
63,startPoint_freeNDT,778.9520787109226,condition_65cue,394,4,1.406478500743767,0.5,15.0,0.045430757954014855,0.0,1.0,0.051507068326315075,0.0,1.0,1.498244738342132,0.01,1.5
64,startPoint_freeNDT,476.2747324121609,condition_65cue,414,4,0.8160167414826771,0.5,15.0,0.048153288334572886,0.0,1.0,0.26905706177570693,0.0,1.0,1.0515344761660943,0.01,1.5
65,startPoint_freeNDT,226.66143359799983,condition_65cue,418,4,0.6214915982122707,0.5,15.0,0.10651387790034894,0.0,1.0,0.26751728849455625,0.0,1.0,1.1782934031612355,0.01,1.5
66,startPoint_freeNDT,691.3627234880573,condition_65cue,418,4,1.0510219163078451,0.5,15.0,0.06268521724332304,0.0,1.0,0.11943590936264381,0.0,1.0,0.6818671524745447,0.01,1.5
67,startPoint_freeNDT,747.4285028801252,condition_65cue,377,4,1.3532111329288412,0.5,15.0,0.012926190258209846,0.0,1.0,0.15749973991631427,0.0,1.0,1.4993620950098188,0.01,1.5
68,startPoint_freeNDT,687.1950198575701,condition_65cue,417,4,1.1152942840188735,0.5,15.0,0.19531888545128284,0.0,1.0,0.030954769881068434,0.0,1.0,0.5493986277343121,0.01,1.5
69,startPoint_freeNDT,438.4041868197623,condition_65cue,418,4,0.7733268115182372,0.5,15.0,0.006982127658561099,0.0,1.0,0.10055355276552913,0.0,1.0,0.2694627218295384,0.01,1.5
70,startPoint_freeNDT,787.5687072085749,condition_65cue,418,4,1.0516152015671167,0.5,15.0,0.029513397555617438,0.0,1.0,0.12410213139690524,0.0,1.0,0.011874622919102684,0.01,1.5
71,startPoint_freeNDT,584.7342198588453,condition_65cue,415,4,0.922739855414582,0.5,15.0,0.0250195632575837,0.0,1.0,0.2699353371282462,0.0,1.0,0.99476221038829,0.01,1.5
72,startPoint_freeNDT,445.6882358205577,condition_65cue,418,4,0.7911919781934792,0.5,15.0,0.043679401480743674,0.0,1.0,0.13413909838056126,0.0,1.0,1.0101179284162187,0.01,1.5
