subID,block,trial,image,actualResponse,correctResponse,accuracy,RT
 15, 1, 1, S2-19.jpg, 2, 2, 1, 1.216739e+00, 
 15, 1, 2, S1-15.jpg, 1, 1, 1, 9.501917e-01, 
 15, 1, 3, S1-15.jpg, 1, 1, 1, 7.832947e-01, 
 15, 1, 4, S2-19.jpg, 2, 2, 1, 7.001083e-01, 
 15, 1, 5, S2-19.jpg, 2, 2, 1, 9.166026e-01, 
 15, 1, 6, S2-19.jpg, 2, 2, 1, 7.668073e-01, 
 15, 1, 7, S2-19.jpg, 2, 2, 1, 6.669285e-01, 
 15, 1, 8, S1-15.jpg, 1, 1, 1, 6.332479e-01, 
 15, 1, 9, S2-19.jpg, 2, 2, 1, 7.834527e-01, 
 15, 1, 10, S2-19.jpg, 2, 2, 1, 7.665588e-01, 
 15, 1, 11, S1-15.jpg, 1, 1, 1, 7.833113e-01, 
 15, 1, 12, S1-15.jpg, 1, 1, 1, 8.502076e-01, 
 15, 1, 13, S2-19.jpg, 2, 2, 1, 8.167622e-01, 
 15, 1, 14, S2-19.jpg, 2, 2, 1, 6.332891e-01, 
 15, 1, 15, S1-15.jpg, 1, 1, 1, 6.665775e-01, 
 15, 1, 16, S1-15.jpg, 1, 1, 1, 1.216502e+00, 
 15, 1, 17, S1-15.jpg, 1, 1, 1, 7.835579e-01, 
 15, 1, 18, S1-15.jpg, 1, 1, 1, 6.502222e-01, 
 15, 1, 19, S2-19.jpg, 2, 2, 1, 7.166874e-01, 
 15, 1, 20, S1-15.jpg, 1, 1, 1, 5.832878e-01, 
