"subID","block","trial","targetName","targetIdx","response","accuracy","RT","postFlickerResp","confidence","confRT","coherence","noise1_duration","signal1_onset","signal1_duration","noise2_onset","noise2_duration","signal2_onset","signal2_duration","zlogRT"
"32",1,1,"S4-20.jpg",2,2,1,2.60322283300047,0,NA,NA,0.663787019121311,1.22026070296897,1.23381915522418,0.474545828932377,1.72192343641177,0.637247255994907,2.37272914466189,0.244052140593794,0.0263633170858001
"32",1,2,"S4-20.jpg",2,1,0,1.56704570799775,0,NA,NA,0.663787019121311,1.0541943853803,1.06844025545301,0.512851322617445,NA,NA,NA,NA,-2.19002074348396
"32",1,3,"S4-20.jpg",2,1,0,2.68307645799359,0,NA,NA,0.663787019121311,0.674280994679017,0.688328515401497,0.842851243348772,1.54522727947275,1.15189669924332,NA,NA,0.158299883772059
"32",1,4,"S3-12.jpg",1,1,1,1.9492374160036,0,NA,NA,0.721212063860231,0.762107861896144,0.776763782317224,0.527613135158869,1.31903283789717,0.644860498527507,NA,NA,-1.23699256748672
"32",1,5,"S3-12.jpg",1,2,0,2.18970470799832,0,NA,NA,0.721212063860231,0.986092186383349,1.00059354206546,0.652561005694864,1.66765590344243,0.536550160237999,NA,NA,-0.729014130496596
"32",1,6,"S4-20.jpg",2,2,1,2.55859837500611,0,NA,NA,0.663787019121311,0.722767902544099,0.737223260594981,0.520392889831751,1.27207150847761,0.737223260594981,2.02375012712348,0.549303605933515,-0.0491407020791768
"32",1,7,"S4-20.jpg",2,1,0,2.526338709009,0,NA,NA,0.663787019121311,1.1682491139926,1.18285222791751,0.540315215221578,1.73777055706399,0.803171265869913,NA,NA,-0.104548305193459
"32",1,8,"S4-20.jpg",2,1,0,2.43465720799577,0,NA,NA,0.663787019121311,2.43465720799577,NA,NA,NA,NA,NA,NA,-0.265966151217868
"32",1,9,"S4-20.jpg",2,2,1,1.96063249999133,0,2,0.997258208008134,0.663787019121311,1.08460521276116,1.09851040779656,0.431061046097385,1.54347664892934,0.431061046097385,NA,NA,-1.21153917316192
"32",1,10,"S3-12.jpg",1,1,1,1.70791704200383,0,3,0.871911333000753,0.721212063860231,1.18026787455549,1.19415337896203,0.458221645415662,1.66626052878422,0.0555420176261408,NA,NA,-1.81411965442508
"32",1,11,"S3-12.jpg",1,1,1,2.48457104100089,0,2,0.68647654200322,0.721212063860231,0.999380530458459,1.01326081560372,0.582971976100768,1.61011307684974,0.888338249296408,NA,NA,-0.177346893810287
"32",1,12,"S3-12.jpg",1,1,1,3.11022687501099,0,3,0.681102832997567,0.721212063860231,1.23026751944879,1.2440907500044,0.635868605557802,1.8937825861178,0.884686755558681,2.79229257223209,0.331757533334506,0.803408252297598
"32",1,13,"S3-12.jpg",1,2,0,3.11637862499629,0,1,0.897345584002323,0.721212063860231,0.650976868332558,0.664827439999208,0.457068864999456,1.13574687666531,0.941838873332212,2.09143632166418,1.03879287499876,0.812036780464563
"32",1,14,"S3-12.jpg",1,2,0,3.55381225000019,1,1,1.90359595899645,0.721212063860231,1.21421918541673,1.2290267364584,0.488649184375026,1.73248347187509,0.888453062500048,2.63574408541681,0.93287571562505,1.38560743240447
"32",1,15,"S4-20.jpg",2,2,1,2.31448658400041,0,3,0.595080375001999,0.663787019121311,0.8226187256387,0.836561415903763,0.446166088482007,1.29667019465083,0.683191822988073,1.99380470790397,0.334624566361505,-0.487003145332351
"32",1,16,"S4-20.jpg",2,2,1,3.43759400000272,1,4,0.819467749999603,0.663787019121311,1.13154135833423,1.14586466666757,0.501315791667063,1.66150376666798,0.658872183333855,2.33469925833518,1.11721805000088,1.24041664721083
"32",1,17,"S3-12.jpg",1,1,1,3.17563591701037,0,4,1.22505462499976,0.721212063860231,0.87364656232163,0.887513968072767,0.513094012792069,1.41447538661597,0.984585808330726,2.41292860069784,0.776574722063671,0.894290240840224
"32",1,18,"S3-12.jpg",1,2,0,2.97690641600639,0,2,0.667065250003361,0.721212063860231,0.844610657564604,0.858456733918122,0.470766596019615,1.34306940629125,1.09384003192793,2.4507555145727,0.539996977787206,0.612096037165631
"32",1,19,"S4-20.jpg",2,2,1,1.80676779200439,0,2,0.445322500003385,0.663787019121311,1.22304281304913,1.23694102683377,0.583724978955265,NA,NA,NA,NA,-1.56842405032758
"32",1,20,"S4-20.jpg",2,2,1,2.38111845799722,0,2,1.01528983299795,0.663787019121311,0.650654462359705,0.664498174324806,0.442998782883204,1.12134066917311,0.927528701661708,2.06271308279992,0.332249087162403,-0.363063892314259
"32",1,21,"S4-20.jpg",2,2,1,3.19380545899912,0,3,1.00667145900661,0.663787019121311,0.833166641478031,0.847052752169332,0.52767220626942,1.38861106913005,0.638761091799824,2.04125827162118,1.16643329806924,0.919203644633508
"32",1,22,"S3-12.jpg",1,2,0,2.75283458300692,0,2,0.610331916992436,0.721212063860231,0.639547428375345,0.653450633340027,0.556128198587257,1.22348203689196,1.04274037235111,2.28012561420775,0.48661217376385,0.270381801659462
"32",1,23,"S4-20.jpg",2,1,0,3.02202412500628,0,1,0.579449707991444,0.663787019121311,1.05840476267501,1.07233114113126,0.612760652075006,1.69901817166252,0.696318922812507,2.40926347293127,0.626687030531256,0.677781709270143
"32",1,24,"S3-12.jpg",1,1,1,1.75745162498788,0,4,0.355764125008136,0.721212063860231,0.636557281491673,0.650395483263231,0.539689869090766,1.20392355412556,0.567366272633883,NA,NA,-1.68927271443659
