subID,block,trial,image,imageIdx,cueIdx,cue_string,congruent,response,accuracy,RT, cueDuration,learningRound
16,1,1, S2-19.jpg,2,2, green,1,2,1,2.9341,1.25,1
16,1,2, S2-19.jpg,2,1, purple,0,2,1,3.0662,1.8667,1
16,1,3, S2-19.jpg,2,3, orange, NaN,2,1,2.2328,1.2667,1
16,1,4, S2-19.jpg,2,1, purple,0,2,1,1.9662,1.3,1
16,1,5, S2-19.jpg,2,3, orange, NaN,2,1,1.9496,1.5,1
16,1,6, S1-15.jpg,1,1, purple,1,1,1,1.9672,1.25,1
16,1,7, S2-19.jpg,2,2, green,1,2,1,1.6996,1.25,1
16,1,8, S1-15.jpg,1,2, green,0,1,1,2.1161,1.5167,1
16,1,9, S2-19.jpg,2,2, green,1,2,1,1.9511,1.35,1
16,1,10, S1-15.jpg,1,1, purple,1,1,1,3.0159,1.3167,1
16,1,11, S1-15.jpg,1,1, purple,1,1,1,1.834,1.2667,1
16,1,12, S1-15.jpg,1,1, purple,1,1,1,1.9995,1.2833,1
16,1,13, S2-19.jpg,2,2, green,1,2,1,2.2828,1.55,1
16,1,14, S2-19.jpg,2,3, orange, NaN,2,1,2.1995,1.7333,1
16,1,15, S2-19.jpg,2,2, green,1,2,1,2.2994,1.6,1
16,1,16, S2-19.jpg,2,1, purple,0,2,1,3.9323,3.25,1
16,1,17, S1-15.jpg,1,1, purple,1,1,1,2.1495,1.3833,1
16,1,18, S1-15.jpg,1,3, orange, NaN,2,0,0.5048,1.8167,1
16,1,19, S2-19.jpg,2,2, green,1,2,1,1.7329,1.3,1
16,1,20, S2-19.jpg,2,3, orange, NaN,2,1,2.051,1.4333,1
16,1,21, S1-15.jpg,1,3, orange, NaN,1,1,1.9495,1.35,1
16,1,22, S1-15.jpg,1,1, purple,1,1,1,2.0009,1.3,1
16,1,23, S1-15.jpg,1,3, orange, NaN,1,1,1.8677,1.25,1
16,1,24, S1-15.jpg,1,1, purple,1,1,1,2.1663,1.5833,1
16,1,25, S1-15.jpg,1,1, purple,1,1,1,2.1662,1.6167,1
16,1,26, S1-15.jpg,1,2, green,0,2,0,0.8134,1.25,1
16,1,27, S1-15.jpg,1,3, orange, NaN,1,1,1.8995,1.3333,1
16,1,28, S1-15.jpg,1,1, purple,1,1,1,2.3013,1.6833,1
16,1,29, S2-19.jpg,2,3, orange, NaN,2,1,1.9162,1.3333,1
16,1,30, S1-15.jpg,1,1, purple,1,1,1,1.8662,1.4,1
16,1,31, S1-15.jpg,1,1, purple,1,1,1,2.0995,1.5333,1
16,1,32, S1-15.jpg,1,3, orange, NaN,1,1,2.1162,1.5167,1
16,1,33, S2-19.jpg,2,3, orange, NaN,2,1,2.3496,1.8833,1
16,1,34, S1-15.jpg,1,2, green,0,1,1,2.5161,1.9167,1
16,1,35, S1-15.jpg,1,3, orange, NaN,1,1,1.7995,1.3167,1
16,1,36, S1-15.jpg,1,1, purple,1,1,1,0.5704,1.4,1
16,1,37, S2-19.jpg,2,3, orange, NaN,2,1,1.9496,1.4667,1
16,1,38, S2-19.jpg,2,2, green,1,2,1,1.9996,1.4667,1
16,1,39, S1-15.jpg,1,1, purple,1,1,1,2.3162,1.7833,1
