subID,block,trial,image,imageIdx,cueIdx,cue_string,congruent,response,accuracy,RT, cueDuration,learningRound
 25, 1, 1, S4-20.jpg, 2, 2, green, 1, NaN, 0, NaN, 1.3333, 1
 25, 1, 2, S4-20.jpg, 2, 1, purple, 0, NaN, 0, NaN, 1.3833, 1
 25, 1, 3, S4-20.jpg, 2, 3, orange, NaN, 2, 1, 3.4124, 1.5000, 1
 25, 1, 4, S3-12.jpg, 1, 1, purple, 1, 1, 1, 1.6931, 1.2500, 1
 25, 1, 5, S3-12.jpg, 1, 3, orange, NaN, 2, 0, 0.8602, 1.5167, 1
 25, 1, 6, S3-12.jpg, 1, 1, purple, 1, 1, 1, 1.1577, 1.5333, 1
 25, 1, 7, S4-20.jpg, 2, 2, green, 1, 2, 1, 0.7406, 1.2500, 1
 25, 1, 8, S3-12.jpg, 1, 2, green, 0, 2, 0, 0.7182, 1.4500, 1
 25, 1, 9, S4-20.jpg, 2, 2, green, 1, 2, 1, 3.1325, 1.2667, 1
 25, 1, 10, S3-12.jpg, 1, 1, purple, 1, 1, 1, 2.5460, 1.6500, 1
 25, 1, 11, S3-12.jpg, 1, 1, purple, 1, 1, 1, 2.5994, 1.8833, 1
 25, 1, 12, S3-12.jpg, 1, 1, purple, 1, 1, 1, 1.8805, 1.4000, 1
 25, 1, 13, S3-12.jpg, 1, 2, green, 0, 1, 1, 2.0284, 1.4833, 1
 25, 1, 14, S3-12.jpg, 1, 3, orange, NaN, 1, 1, 1.9590, 1.5000, 1
 25, 1, 15, S4-20.jpg, 2, 2, green, 1, 2, 1, 2.2662, 1.3333, 1
 25, 1, 16, S3-12.jpg, 1, 1, purple, 1, 1, 1, 2.3994, 1.5500, 1
 25, 1, 17, S3-12.jpg, 1, 1, purple, 1, 1, 1, 1.8263, 1.2833, 1
 25, 1, 18, S3-12.jpg, 1, 3, orange, NaN, 1, 1, 1.8263, 1.3000, 1
 25, 1, 19, S4-20.jpg, 2, 2, green, 1, 2, 1, 2.0530, 1.3000, 1
 25, 1, 20, S3-12.jpg, 1, 3, orange, NaN, 1, 1, 2.4662, 1.8667, 1
 25, 1, 21, S4-20.jpg, 2, 3, orange, NaN, 2, 1, 2.5727, 1.9000, 1
 25, 1, 22, S3-12.jpg, 1, 1, purple, 1, 1, 1, 2.2529, 1.8500, 1
 25, 1, 23, S4-20.jpg, 2, 3, orange, NaN, 2, 1, 2.4527, 1.8333, 1
 25, 1, 24, S3-12.jpg, 1, 1, purple, 1, 1, 1, 1.9217, 1.3500, 1
 25, 1, 25, S3-12.jpg, 1, 1, purple, 1, 1, 1, 2.4528, 1.9167, 1
 25, 1, 26, S4-20.jpg, 2, 2, green, 1, 2, 1, 2.0282, 1.3167, 1
 25, 1, 27, S3-12.jpg, 1, 3, orange, NaN, 1, 1, 2.3061, 1.5500, 1
 25, 1, 28, S3-12.jpg, 1, 1, purple, 1, 1, 1, 1.9996, 1.4167, 1
 25, 1, 29, S4-20.jpg, 2, 3, orange, NaN, 2, 1, 1.9997, 1.4667, 1
 25, 1, 30, S3-12.jpg, 1, 1, purple, 1, 1, 1, 1.9996, 1.3500, 1
 25, 1, 31, S3-12.jpg, 1, 1, purple, 1, 1, 1, 2.0663, 1.4833, 1
 25, 1, 32, S3-12.jpg, 1, 3, orange, NaN, 1, 1, 2.4128, 1.7833, 1
 25, 1, 33, S3-12.jpg, 1, 3, orange, NaN, 1, 1, 2.1594, 1.6000, 1
 25, 1, 34, S4-20.jpg, 2, 2, green, 1, 2, 1, 2.6926, 1.4333, 1
 25, 1, 35, S3-12.jpg, 1, 3, orange, NaN, 1, 1, 2.3329, 1.3833, 1
 25, 1, 36, S4-20.jpg, 2, 1, purple, 0, 2, 1, 3.0389, 1.7667, 1
 25, 1, 37, S3-12.jpg, 1, 3, orange, NaN, 1, 1, 2.6926, 1.7500, 1
 25, 1, 38, S4-20.jpg, 2, 2, green, 1, 2, 1, 2.3739, 1.2833, 1
 25, 1, 39, S3-12.jpg, 1, 1, purple, 1, 1, 1, 2.4128, 1.4667, 1
 25, 1, 40, S4-20.jpg, 2, 3, orange, NaN, 2, 1, 2.3863, 1.5667, 1
 25, 1, 41, S4-20.jpg, 2, 3, orange, NaN, 2, 1, 2.3195, 1.5833, 1
 25, 1, 42, S3-12.jpg, 1, 2, green, 0, 1, 1, 2.5462, 1.2500, 1
 25, 1, 43, S3-12.jpg, 1, 2, green, 0, 1, 1, 2.0143, 1.2667, 1
 25, 1, 44, S4-20.jpg, 2, 3, orange, NaN, 2, 1, 2.6808, 1.3500, 1
 25, 1, 45, S4-20.jpg, 2, 2, green, 1, 2, 1, 2.5994, 1.5167, 1
 25, 1, 46, S4-20.jpg, 2, 3, orange, NaN, 2, 1, 2.5461, 1.7000, 1
 25, 1, 47, S4-20.jpg, 2, 2, green, 1, 2, 1, 2.1996, 1.4167, 1
 25, 1, 48, S3-12.jpg, 1, 3, orange, NaN, 1, 1, 2.4261, 1.4000, 1
 25, 1, 49, S4-20.jpg, 2, 3, orange, NaN, 2, 1, 2.1596, 1.4333, 1
 25, 1, 50, S4-20.jpg, 2, 2, green, 1, 2, 1, 2.4127, 1.6833, 1
 25, 1, 51, S4-20.jpg, 2, 2, green, 1, 2, 1, 2.6660, 1.8000, 1
 25, 1, 52, S4-20.jpg, 2, 2, green, 1, 2, 1, 1.8930, 1.3167, 1
 25, 1, 53, S4-20.jpg, 2, 2, green, 1, 2, 1, 2.0795, 1.3000, 1
 25, 1, 54, S3-12.jpg, 1, 1, purple, 1, 1, 1, 2.5066, 1.7167, 1
 25, 1, 55, S3-12.jpg, 1, 1, purple, 1, 1, 1, 2.6005, 1.6333, 1
 25, 1, 56, S4-20.jpg, 2, 1, purple, 0, 2, 1, 2.1728, 1.6167, 1
 25, 1, 57, S3-12.jpg, 1, 3, orange, NaN, 1, 1, 2.5192, 1.7333, 1
 25, 1, 58, S3-12.jpg, 1, 1, purple, 1, 1, 1, 2.3328, 1.2833, 1
 25, 1, 59, S4-20.jpg, 2, 2, green, 1, 2, 1, 2.2131, 1.3667, 1
 25, 1, 60, S3-12.jpg, 1, 1, purple, 1, 1, 1, 2.0544, 1.2500, 1
 25, 1, 61, S3-12.jpg, 1, 1, purple, 1, 1, 1, 2.2928, 1.3667, 1
 25, 1, 62, S3-12.jpg, 1, 3, orange, NaN, 1, 1, 3.1459, 1.2667, 1
 25, 1, 63, S4-20.jpg, 2, 2, green, 1, 2, 1, 2.0131, 1.3833, 1
 25, 1, 64, S4-20.jpg, 2, 1, purple, 0, 2, 1, 2.1996, 1.2500, 1
 25, 1, 65, S4-20.jpg, 2, 3, orange, NaN, 2, 1, 2.2527, 1.5333, 1
 25, 1, 66, S3-12.jpg, 1, 2, green, 0, 1, 1, 1.9596, 1.3667, 1
 25, 1, 67, S4-20.jpg, 2, 2, green, 1, 2, 1, 2.6526, 1.8167, 1
 25, 1, 68, S3-12.jpg, 1, 1, purple, 1, 1, 1, 1.7863, 1.2500, 1
 25, 1, 69, S4-20.jpg, 2, 3, orange, NaN, 2, 1, 1.9996, 1.3333, 1
 25, 1, 70, S4-20.jpg, 2, 3, orange, NaN, 2, 1, 4.1462, 3.2500, 1
 25, 1, 71, S4-20.jpg, 2, 2, green, 1, 2, 1, 1.7463, 1.3167, 1
 25, 1, 72, S4-20.jpg, 2, 2, green, 1, 2, 1, 2.2263, 1.6667, 1
 25, 1, 73, S4-20.jpg, 2, 1, purple, 0, 2, 1, 2.5194, 1.9333, 1
 25, 1, 74, S4-20.jpg, 2, 3, orange, NaN, 2, 1, 1.9596, 1.4500, 1
 25, 1, 75, S4-20.jpg, 2, 2, green, 1, 2, 1, 1.6530, 1.2500, 1
