subID,model,loss,condition,sample_size,n_params,noise1_cong_fitted,noise1_cong_min,noise1_cong_max,noise1_neut_fitted,noise1_neut_min,noise1_neut_max,signal1_cong_fitted,signal1_cong_min,signal1_cong_max,signal1_incong_fitted,signal1_incong_min,signal1_incong_max,signal1_neut_fitted,signal1_neut_min,signal1_neut_max,noise2_cong_fitted,noise2_cong_min,noise2_cong_max,noise2_incong_fitted,noise2_incong_min,noise2_incong_max,noise2_neut_fitted,noise2_neut_min,noise2_neut_max,noise2_cong_shortS1_fitted,noise2_cong_shortS1_min,noise2_cong_shortS1_max,noise2_incong_shortS1_fitted,noise2_incong_shortS1_min,noise2_incong_shortS1_max,noise2_neut_shortS1_fitted,noise2_neut_shortS1_min,noise2_neut_shortS1_max,signal2_cong_fitted,signal2_cong_min,signal2_cong_max,signal2_incong_fitted,signal2_incong_min,signal2_incong_max,signal2_neut_fitted,signal2_neut_min,signal2_neut_max,B_fitted,B_min,B_max
43,unknown_model,616.2982588014194,condition_80cue,374,15,0.4901321095841223,0.0,10.0,0.3146942780260771,0.0,10.0,3.3087835019934926,0.0,10.0,4.022775264288651,0.0,10.0,3.284964691885543,0.0,10.0,0.0,0.0,10.0,4.919578911594953,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,5.53295380633171,0.0,10.0,4.327571167879389,0.0,10.0,5.986357478169209,0.0,10.0,4.685540864620423,0.5,12.0
44,unknown_model,436.690024257372,condition_80cue,376,15,1.371241116655872,0.0,10.0,0.0,0.0,10.0,1.8208612334039815,0.0,10.0,1.5253173040824357,0.0,10.0,3.2239093394157927,0.0,10.0,1.426356474909158,0.0,10.0,0.0,0.0,10.0,4.295647753850203,0.0,10.0,0.5610082149079112,0.0,10.0,0.0,0.0,10.0,0.7985053096390596,0.0,10.0,6.67512517109351,0.0,10.0,5.603095424000825,0.0,10.0,7.442187124048804,0.0,10.0,3.9977394312926977,0.5,12.0
45,unknown_model,851.6007334588918,condition_80cue,367,15,3.448731444858155,0.0,10.0,0.0,0.0,10.0,1.8362833894318176,0.0,10.0,0.0228567875274589,0.0,10.0,7.099779838542379,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,1.0845799780334822,0.0,10.0,0.0,0.0,10.0,4.70852700473361,0.0,10.0,5.238166235302267,0.0,10.0,4.163926598886647,0.0,10.0,6.673741298411439,0.5,12.0
46,unknown_model,730.1004591219197,condition_80cue,375,15,0.0,0.0,10.0,0.0,0.0,10.0,0.21703737434280987,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.01337938660723399,0.0,10.0,0.0,0.0,10.0,0.5779926281878345,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.6271909861928937,0.0,10.0,0.0,0.0,10.0,0.2276570761387366,0.0,10.0,1.3611824527134164,0.5,12.0
47,unknown_model,472.7362438744906,condition_80cue,375,15,1.8938169176804895,0.0,10.0,2.1747381983479563,0.0,10.0,4.26774485831115,0.0,10.0,0.0,0.0,10.0,4.633770942859257,0.0,10.0,0.6934324414609478,0.0,10.0,3.9264099692090877,0.0,10.0,1.6691174063011405,0.0,10.0,0.7701610011436764,0.0,10.0,0.0,0.0,10.0,1.7926519146633946,0.0,10.0,7.72982995342378,0.0,10.0,8.801163667896635,0.0,10.0,6.0518019248603165,0.0,10.0,6.991984734362222,0.5,12.0
48,unknown_model,670.1338824610125,condition_80cue,374,15,0.0,0.0,10.0,0.0,0.0,10.0,0.33485702137327744,0.0,10.0,0.0,0.0,10.0,0.45973128580969863,0.0,10.0,0.0,0.0,10.0,0.6955153329574032,0.0,10.0,1.4666514793583267,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,4.834562017567019,0.0,10.0,4.012225282902948,0.0,10.0,4.266610743278521,0.0,10.0,3.3238162657934467,0.5,12.0
49,unknown_model,859.9875026898162,condition_80cue,375,15,0.751916013521762,0.0,10.0,1.2040172950388215,0.0,10.0,5.201605244544774,0.0,10.0,5.298163245243739,0.0,10.0,4.387227755682396,0.0,10.0,4.347010693016376,0.0,10.0,1.2876451040310748,0.0,10.0,8.244823901098421,0.0,10.0,0.0,0.0,10.0,5.581577383181248,0.0,10.0,0.0,0.0,10.0,8.246199493334316,0.0,10.0,8.29895601384402,0.0,10.0,7.707025626477178,0.0,10.0,5.274683580445121,0.5,12.0
50,unknown_model,26.432796246528284,condition_80cue,376,15,1.1909434323482084,0.0,10.0,0.0,0.0,10.0,0.94722004919445,0.0,10.0,0.0,0.0,10.0,1.3907826463561745,0.0,10.0,0.5346114453290262,0.0,10.0,5.88882627637318,0.0,10.0,8.149820256645384,0.0,10.0,0.0,0.0,10.0,1.121769028625384,0.0,10.0,0.0,0.0,10.0,6.240851118986094,0.0,10.0,5.851825227883865,0.0,10.0,5.712029236115325,0.0,10.0,2.89343764166302,0.5,12.0
51,unknown_model,543.7141880913005,condition_80cue,376,15,0.0,0.0,10.0,0.0,0.0,10.0,0.1589095567946283,0.0,10.0,0.2261827730637214,0.0,10.0,0.17447357506826813,0.0,10.0,2.7008092553300473,0.0,10.0,7.732027146347375,0.0,10.0,6.38521698256854,0.0,10.0,0.021229823723178602,0.0,10.0,0.0,0.0,10.0,0.06007869118386085,0.0,10.0,0.12011669071550839,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,1.0342493171077374,0.5,12.0
52,unknown_model,704.7527002447528,condition_80cue,370,15,0.9807376377707524,0.0,10.0,2.4368395098251443,0.0,10.0,4.534393430225966,0.0,10.0,3.8424848174023984,0.0,10.0,2.1134617397032174,0.0,10.0,0.19486503306660946,0.0,10.0,2.302591104957218,0.0,10.0,0.2157218129912636,0.0,10.0,0.43930753492006824,0.0,10.0,0.6018038085768397,0.0,10.0,0.0,0.0,10.0,4.88756788604758,0.0,10.0,4.298898995808163,0.0,10.0,5.028833161023104,0.0,10.0,6.598647054555045,0.5,12.0
