subID,block,trial,targetImg,targetIdx,cue_rgb,cue_string,congruent,respFrame,response,accuracy,RT,confResp,confRT,flickerDuration,noise1frames,signal1frames,noise2frames,coherence,catch_trial
22,1,1, S2-19.jpg,2, [10 144 240], blue,1, NaN, NaN,0, NaN, NaN, NaN,12.2593,195,60,85,0.5157,0
22,1,2, S1-15.jpg,1, [10 144 240], blue,0, NaN, NaN,0, NaN,4,1.6561,12.367,95,93,79,0.6872,1
22,1,3, S1-15.jpg,1, [240 37 33], red,1, NaN, NaN,0, NaN,3,0.8382,12.496,91,33,89,0.6872,0
22,1,4, S2-19.jpg,2, [240 37 33], red,0,285,2,1,6.5843,3,1.9836,6.5853,85,37,102,0.5157,0
22,1,5, S2-19.jpg,2, [10 144 240], blue,1,304,2,1,6.9846,2,1.6281,6.9854,82,50,79,0.5157,0
22,1,6, S2-19.jpg,2, [10 144 240], blue,1,360,1,0,8.2728,3,0.4569,8.2736,92,38,80,0.5157,0
22,1,7, S2-19.jpg,2, [10 144 240], blue,1,337,1,0,7.8314,2,1.1277,7.8323,98,35,92,0.5157,0
22,1,8, S1-15.jpg,1, [240 37 33], red,1,348,2,0,7.9392,1,0.5107,7.9401,76,67,81,0.6872,0
22,1,9, S1-15.jpg,1, [240 37 33], red,1,279,1,1,6.4371,3,0.3846,6.4378,87,58,77,0.6872,0
22,1,10, S1-15.jpg,1, [240 239 10], yellow, NaN,373,2,0,8.6194,3,0.4674,8.62,80,50,80,0.6872,0
22,1,11, S1-15.jpg,1, [240 239 10], yellow, NaN,242,1,1,5.6059,3,1.7946,5.6066,79,87,90,0.6872,0
22,1,12, S2-19.jpg,2, [10 144 240], blue,1,325,2,1,7.5066,2,1.9606,7.5074,79,30,131,0.5157,1
22,1,13, S1-15.jpg,1, [240 37 33], red,1,344,2,0,7.9435,2,0.5189,7.9442,82,36,82,0.6872,0
22,1,14, S1-15.jpg,1, [240 37 33], red,1,358,1,1,8.264,2,0.6822,8.2647,82,63,91,0.6872,0
22,1,15, S1-15.jpg,1, [10 144 240], blue,0,274,1,1,6.2347,3,1.2789,6.2355,115,69,103,0.6872,0
22,1,16, S2-19.jpg,2, [10 144 240], blue,1,266,2,1,6.0712,2,1.0191,6.0721,101,150,83,0.5157,0
22,1,17, S2-19.jpg,2, [10 144 240], blue,1,400,2,1,9.2003,2,1.2947,9.2011,78,77,80,0.5157,0
22,1,18, S1-15.jpg,1, [240 239 10], yellow, NaN,356,1,1,8.137,1,1.0078,8.1377,132,37,84,0.6872,0
22,1,19, S2-19.jpg,2, [240 37 33], red,0,280,1,0,6.3939,3,1.4012,6.3947,81,66,79,0.5157,0
22,1,20, S1-15.jpg,1, [10 144 240], blue,0,257,2,0,5.9545, NaN, NaN,5.9555,141,37,96,0.6872,0
22,1,21, S1-15.jpg,1, [10 144 240], blue,0,317,2,0,7.292,3,0.6462,7.2929,91,94,94,0.6872,0
22,1,22, S2-19.jpg,2, [10 144 240], blue,1,206,2,1,4.7732,2,1.2306,4.7739,94,44,135,0.5157,0
22,1,23, S1-15.jpg,1, [240 37 33], red,1,169,1,1,3.8727,3,2.2012,3.8735,96,73,79,0.6872,1
22,1,24, S1-15.jpg,1, [240 37 33], red,1,231,2,0,5.3178,3,1.4151,5.3188,91,51,79,0.6872,0
22,1,25, S2-19.jpg,2, [240 239 10], yellow, NaN,208,1,0,4.8072,2,0.5834,4.808,82,32,118,0.5157,0
22,1,26, S2-19.jpg,2, [10 144 240], blue,1,323,2,1,7.4493,4,0.5924,7.4503,128,42,77,0.5157,0
22,1,27, S1-15.jpg,1, [240 37 33], red,1,375,1,1,8.6122,2,1.9541,8.6129,142,37,127,0.6872,0
22,1,28, S2-19.jpg,2, [240 37 33], red,0,289,2,1,6.696,3,0.4253,6.6969,92,44,89,0.5157,0
22,1,29, S2-19.jpg,2, [10 144 240], blue,1,344,2,1,7.9265,3,0.4472,7.9273,84,31,81,0.5157,0
22,1,30, S1-15.jpg,1, [240 37 33], red,1,452,2,0,10.2915,2,0.8115,10.2922,82,48,143,0.6872,0
22,1,31, S1-15.jpg,1, [240 37 33], red,1,235,1,1,5.4115,3,0.4442,5.4123,101,30,195,0.6872,0
22,1,32, S1-15.jpg,1, [10 144 240], blue,0,203,2,0,4.6574,3,0.3608,4.6581,106,47,78,0.6872,0
22,1,33, S1-15.jpg,1, [10 144 240], blue,0,308,2,0,7.1782,2,0.7082,7.1789,80,49,82,0.6872,0
22,1,34, S1-15.jpg,1, [240 37 33], red,1,401,2,0,9.247,3,1.0648,9.2484,78,40,104,0.6872,0
22,1,35, S1-15.jpg,1, [240 37 33], red,1,361,1,1,8.3434,2,0.9539,8.344,86,61,120,0.6872,0
22,1,36, S1-15.jpg,1, [240 37 33], red,1,277,1,1,6.4218,2,0.3417,6.4225,89,37,77,0.6872,0
22,1,37, S1-15.jpg,1, [10 144 240], blue,0,297,2,0,6.8268,3,0.7279,6.8276,97,70,82,0.6872,0
22,1,38, S2-19.jpg,2, [240 239 10], yellow, NaN,299,2,1,6.9401,3,0.7347,6.9409,92,43,101,0.5157,0
22,1,39, S1-15.jpg,1, [240 37 33], red,1,182,1,1,4.1718,4,0.3877,4.1726,95,37,81,0.6872,0
22,1,40, S2-19.jpg,2, [10 144 240], blue,1,320,2,1,7.3836,3,0.8711,7.3848,124,31,77,0.5157,0
22,1,41, S1-15.jpg,1, [240 37 33], red,1,373,2,0,8.348,2,0.7045,8.3488,77,39,81,0.6872,0
22,1,42, S2-19.jpg,2, [240 239 10], yellow, NaN,225,2,1,5.2126,3,0.4125,5.2133,119,52,88,0.5157,0
22,1,43, S2-19.jpg,2, [10 144 240], blue,1,312,2,1,7.222,4,0.3155,7.2227,84,42,85,0.5157,0
22,1,44, S2-19.jpg,2, [10 144 240], blue,1,290,2,1,6.6986,4,0.6201,6.6995,138,32,75,0.5157,0
22,1,45, S1-15.jpg,1, [240 37 33], red,1,375,1,1,8.6525,2,0.6203,8.6532,76,42,109,0.6872,0
22,1,46, S2-19.jpg,2, [240 239 10], yellow, NaN,287,2,1,6.6152,2,0.6365,6.6159,92,39,79,0.5157,0
22,1,47, S1-15.jpg,1, [240 37 33], red,1,391,2,0,9.0852,4,0.9683,9.086,131,38,82,0.6872,0
22,1,48, S2-19.jpg,2, [240 37 33], red,0,403,1,0,9.253,1,1.5142,9.2538,122,36,141,0.5157,0
22,1,49, S1-15.jpg,1, [240 37 33], red,1,306,1,1,7.0559,4,0.6534,7.0565,98,54,112,0.6872,1
22,1,50, S1-15.jpg,1, [240 37 33], red,1,186,1,1,4.3143,4,0.4075,4.315,85,61,109,0.6872,0
22,1,51, S1-15.jpg,1, [240 37 33], red,1,335,2,0,7.8091,2,1.4722,7.8099,88,46,93,0.6872,0
22,1,52, S2-19.jpg,2, [240 37 33], red,0,354,2,1,8.1958,3,0.735,8.1965,77,47,75,0.5157,0
22,1,53, S2-19.jpg,2, [10 144 240], blue,1,365,2,1,8.4198,4,0.444,8.4206,112,53,118,0.5157,0
22,1,54, S2-19.jpg,2, [10 144 240], blue,1,382,2,1,8.8557,4,0.3371,8.8567,104,63,105,0.5157,0
22,1,55, S2-19.jpg,2, [10 144 240], blue,1,317,2,1,7.3357,4,2.2248,7.3367,89,57,99,0.5157,0
22,1,56, S1-15.jpg,1, [240 37 33], red,1,353,2,0,8.1262,3,0.5566,8.1269,85,34,111,0.6872,0
22,1,57, S1-15.jpg,1, [240 239 10], yellow, NaN,318,2,0,7.3933,3,1.4495,7.3941,76,32,96,0.6872,0
22,1,58, S1-15.jpg,1, [10 144 240], blue,0,307,2,0,7.1186,3,0.6768,7.1194,76,36,77,0.6872,0
22,1,59, S2-19.jpg,2, [10 144 240], blue,1,267,2,1,6.1585,3,1.5666,6.1593,82,96,81,0.5157,1
22,1,60, S1-15.jpg,1, [240 37 33], red,1,439,2,0,10.1688,3,0.4435,10.1696,109,44,95,0.6872,0
22,1,61, S2-19.jpg,2, [10 144 240], blue,1,153,2,1,3.5376,3,0.6673,3.5385,81,60,107,0.5157,0
22,1,62, S1-15.jpg,1, [240 239 10], yellow, NaN,254,1,1,5.8524,2,0.7278,5.8531,87,40,140,0.6872,0
22,1,63, S2-19.jpg,2, [10 144 240], blue,1,255,1,0,5.9117,2,0.7432,5.9125,79,31,81,0.5157,0
22,1,64, S1-15.jpg,1, [240 37 33], red,1,279,1,1,6.4468,3,0.6574,6.4478,78,31,120,0.6872,0
22,1,65, S2-19.jpg,2, [10 144 240], blue,1,255,1,0,5.8822,1,0.9972,5.8829,90,31,90,0.5157,0
22,1,66, S2-19.jpg,2, [10 144 240], blue,1,227,2,1,5.2508,3,0.2913,5.2515,89,36,80,0.5157,0
22,1,67, S2-19.jpg,2, [10 144 240], blue,1,255,2,1,5.8816,3,0.7743,5.8823,79,42,77,0.5157,0
22,1,68, S2-19.jpg,2, [10 144 240], blue,1,283,2,1,6.5625,3,0.4254,6.5632,77,43,88,0.5157,0
22,1,69, S2-19.jpg,2, [10 144 240], blue,1,303,2,1,6.9949,3,0.587,6.9957,90,46,103,0.5157,0
22,1,70, S1-15.jpg,1, [10 144 240], blue,0,205,2,0,4.7366,2,1.5508,4.7376,106,37,129,0.6872,1
22,1,71, S1-15.jpg,1, [240 37 33], red,1,331,1,1,7.6499,3,0.7844,7.6506,80,73,102,0.6872,0
22,1,72, S1-15.jpg,1, [240 37 33], red,1,429,2,0,9.8834,3,0.3925,9.8842,76,92,99,0.6872,0
22,1,73, S2-19.jpg,2, [240 239 10], yellow, NaN,338,1,0,7.792,2,1.2114,7.7929,110,37,79,0.5157,0
22,1,74, S1-15.jpg,1, [240 37 33], red,1,336,2,0,7.7899,3,0.902,7.7906,77,98,76,0.6872,0
22,1,75, S2-19.jpg,2, [240 239 10], yellow, NaN,324,2,1,7.4875,3,0.6875,7.4882,84,39,111,0.5157,0
22,1,76, S2-19.jpg,2, [10 144 240], blue,1,153,2,1,3.5478,3,1.3667,3.5485,83,75,95,0.5157,0
22,1,77, S1-15.jpg,1, [240 239 10], yellow, NaN,321,2,0,7.3854,3,0.6422,7.3862,100,51,110,0.6872,0
22,1,78, S2-19.jpg,2, [10 144 240], blue,1,169,2,1,3.8595,3,0.593,3.8603,78,71,105,0.5157,0
22,1,79, S1-15.jpg,1, [10 144 240], blue,0,344,2,0,7.9461,3,0.4771,7.947,118,36,88,0.6872,0
22,1,80, S1-15.jpg,1, [240 239 10], yellow, NaN,252,2,0,5.8294,3,0.7064,5.8304,104,40,78,0.6872,0
22,1,81, S1-15.jpg,1, [240 37 33], red,1,291,2,0,6.7286,3,0.4742,6.7293,75,59,124,0.6872,0
22,1,82, S2-19.jpg,2, [240 37 33], red,0,225,2,1,5.1851,3,0.4965,5.1858,79,45,78,0.5157,0
22,1,83, S2-19.jpg,2, [10 144 240], blue,1,265,2,1,6.1262,3,0.6722,6.1269,82,60,86,0.5157,0
22,1,84, S2-19.jpg,2, [10 144 240], blue,1,330,2,1,7.6176,3,0.6005,7.6187,86,70,77,0.5157,0
22,1,85, S2-19.jpg,2, [240 239 10], yellow, NaN,258,2,1,5.9682,4,1.5628,5.969,96,38,84,0.5157,0
22,1,86, S1-15.jpg,1, [240 37 33], red,1,389,2,0,9.0531,3,0.2928,9.0539,94,56,102,0.6872,0
22,1,87, S1-15.jpg,1, [240 37 33], red,1,410,2,0,9.4295,2,0.4664,9.4304,80,38,103,0.6872,0
22,1,88, S1-15.jpg,1, [240 37 33], red,1,389,2,0,8.9531,1,0.4755,8.954,91,34,122,0.6872,1
22,1,89, S2-19.jpg,2, [10 144 240], blue,1,371,2,1,8.5764,3,0.1954,8.5772,76,89,96,0.5157,0
22,1,90, S2-19.jpg,2, [10 144 240], blue,1,289,2,1,6.6442,3,0.6372,6.6451,92,39,112,0.5157,0
22,1,91, S2-19.jpg,2, [240 239 10], yellow, NaN,361,2,1,8.3191,1,1.3531,8.3204,77,48,102,0.5157,0
22,1,92, S1-15.jpg,1, [240 37 33], red,1,204,1,1,4.6989,3,0.361,4.6999,93,50,138,0.6872,0
22,1,93, S2-19.jpg,2, [240 239 10], yellow, NaN,353,2,1,8.2066,3,1.5481,8.2076,80,42,76,0.5157,0
22,1,94, S1-15.jpg,1, [240 37 33], red,1,395,2,0,8.8065,3,0.776,8.8073,83,36,83,0.6872,0
22,1,95, S2-19.jpg,2, [240 37 33], red,0,371,2,1,8.5447,3,0.5812,8.5454,84,32,94,0.5157,0
22,1,96, S1-15.jpg,1, [240 37 33], red,1,362,1,1,8.3908,1,0.4796,8.3916,79,85,106,0.6872,1
