subID,block,trial,targetImg,targetIdx,cue_rgb,cue_string,congruent,respFrame,response,accuracy,RT,confResp,confRT,flickerDuration,noise1frames,signal1frames,noise2frames,coherence,catch_trial
 11, 1, 1, S1-15.jpg, 1, [10 144 240], blue, 0, 154, 1, 1, 2.1445, 4, 2.4206, 2.1487,89,68,90,0.7582,0
 11, 1, 2, S1-15.jpg, 1, [240 37 33], red, 1, 194, 2, 0, 2.6962, 3, 1.9031, 2.6972,91,56,87,0.7582,0
 11, 1, 3, S1-15.jpg, 1, [10 144 240], blue, 0, 131, 1, 1, 1.8411, 3, 1.2351, 1.8422,99,51,116,0.7582,0
 11, 1, 4, S1-15.jpg, 1, [10 144 240], blue, 0, 364, 1, 1, 5.0596, 3, 1.4302, 5.0606,86,23,85,0.7582,1
 11, 1, 5, S1-15.jpg, 1, [240 37 33], red, 1, 113, 2, 0, 1.6046, 4, 1.5758, 1.6056,101,26,84,0.7582,0
 11, 1, 6, S2-19.jpg, 2, [10 144 240], blue, 1, 164, 1, 0, 2.2790, 2, 1.7215, 2.2798,87,30,92,0.7618,1
 11, 1, 7, S1-15.jpg, 1, [240 239 10], yellow, NaN, 244, 2, 0, 3.4071, 1, 0.4813, 3.4081,85,37,81,0.7582,0
 11, 1, 8, S1-15.jpg, 1, [240 239 10], yellow, NaN, 211, 1, 1, 2.9566, 2, 0.3280, 2.9575,81,36,138,0.7582,0
 11, 1, 9, S1-15.jpg, 1, [10 144 240], blue, 0, 118, 1, 1, 1.6847, 3, 1.1613, 1.6861,107,35,77,0.7582,0
 11, 1, 10, S1-15.jpg, 1, [10 144 240], blue, 0, 235, 1, 1, 3.2883, 3, 0.7234, 3.2898,79,43,98,0.7582,0
 11, 1, 11, S1-15.jpg, 1, [10 144 240], blue, 0, 176, 1, 1, 2.4746, 3, 0.5753, 2.4755,75,45,79,0.7582,0
 11, 1, 12, S1-15.jpg, 1, [240 239 10], yellow, NaN, 267, 1, 1, 3.7276, 2, 0.5375, 3.7285,95,31,134,0.7582,0
 11, 1, 13, S1-15.jpg, 1, [10 144 240], blue, 0, 253, 1, 1, 3.5536, 3, 0.7627, 3.5544,77,27,133,0.7582,0
 11, 1, 14, S2-19.jpg, 2, [10 144 240], blue, 1, 289, 1, 0, 3.9830, 4, 2.7518, 3.9841,75,54,86,0.7618,1
 11, 1, 15, S1-15.jpg, 1, [240 37 33], red, 1, 348, 2, 0, 4.8138, 2, 1.7146, 4.8147,84,26,88,0.7582,0
 11, 1, 16, S1-15.jpg, 1, [10 144 240], blue, 0, 351, 1, 1, 4.8803, 3, 1.3010, 4.8812,99,50,91,0.7582,0
 11, 1, 17, S1-15.jpg, 1, [10 144 240], blue, 0, 254, 1, 1, 3.5252, 1, 1.1301, 3.5261,117,32,83,0.7582,0
 11, 1, 18, S1-15.jpg, 1, [240 37 33], red, 1, 162, 2, 0, 2.2647, 4, 0.5371, 2.2656,109,25,94,0.7582,0
